Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-05-31 15:00:00	3117.415	3117.481	3117.178	3117.178	3115.061	3116.160	3104.453	9	61
2017-05-31 14:55:00	3117.191	3117.861	3116.176	3117.376	3115.205	3116.096	3104.193	65	65
2017-05-31 14:50:00	3117.185	3118.710	3116.395	3116.897	3115.321	3116.030	3103.921	64	65
2017-05-31 14:45:00	3116.270	3117.184	3114.761	3116.701	3115.483	3115.968	3103.619	64	65
2017-05-31 14:40:00	3119.971	3119.971	3115.747	3115.747	3115.602	3115.908	3103.312	65	65
2017-05-31 14:35:00	3116.038	3120.127	3115.742	3119.471	3115.783	3115.858	3103.054	65	65
2017-05-31 14:30:00	3118.355	3118.355	3115.285	3116.287	3115.929	3115.771	3102.773	65	65
2017-05-31 14:25:00	3115.586	3118.053	3114.607	3118.053	3116.190	3115.716	3102.483	65	65
2017-05-31 14:20:00	3115.553	3117.752	3114.649	3114.649	3116.419	3115.643	3102.167	65	65
2017-05-31 14:15:00	3118.183	3118.484	3114.371	3114.869	3116.699	3115.603	3101.838	65	65
2017-05-31 14:10:00	3118.575	3119.963	3117.833	3118.172	3117.068	3115.562	3101.523	65	65
2017-05-31 14:05:00	3119.424	3120.345	3118.155	3118.339	3117.437	3115.488	3101.201	65	61
2017-05-31 14:00:00	3118.215	3119.972	3117.887	3119.401	3117.856	3115.404	3100.869	65	57
2017-05-31 13:55:00	3112.964	3118.581	3112.747	3118.509	3118.309	3115.305	3100.509	65	53
2017-05-31 13:50:00	3117.227	3117.227	3112.860	3113.788	3118.710	3115.156	3100.146	65	49
2017-05-31 13:45:00	3117.485	3118.479	3116.402	3117.354	3119.088	3115.077	3099.785	64	45
2017-05-31 13:40:00	3117.556	3118.992	3117.084	3118.434	3119.179	3114.970	3099.407	65	41
2017-05-31 13:35:00	3113.732	3117.979	3113.143	3117.636	3119.329	3114.857	3099.034	65	37
2017-05-31 13:30:00	3114.955	3115.644	3113.434	3113.792	3119.483	3114.788	3098.642	65	33
2017-05-31 13:25:00	3115.711	3116.245	3114.748	3114.781	3119.408	3114.757	3098.259	65	29
2017-05-31 13:20:00	3114.489	3117.380	3113.902	3115.364	3119.314	3114.700	3097.850	64	25
2017-05-31 13:15:00	3117.661	3117.679	3114.342	3114.620	3119.185	3114.675	3097.466	65	21
2017-05-31 13:10:00	3113.499	3118.076	3112.554	3116.929	3119.117	3114.670	3097.076	65	17
2017-05-31 13:05:00	3114.675	3114.675	3111.771	3111.902	3118.961	3114.643	3096.682	64	13
2017-05-31 13:00:00	3112.170	3115.562	3112.170	3113.934	3118.880	3114.692	3096.315	64	9
2017-05-31 12:55:00	3112.113	3112.113	3112.113	3112.113	3118.833	3114.726	3095.955	5	5
2017-05-31 12:50:00	3112.113	3112.113	3112.113	3112.113	3118.800	3114.801	3095.605	5	5
2017-05-31 12:45:00	3112.113	3112.113	3112.113	3112.113	3118.772	3114.810	3095.265	5	5
2017-05-31 12:40:00	3112.113	3112.113	3112.113	3112.113	3118.759	3114.809	3094.936	5	5
2017-05-31 12:35:00	3112.113	3112.113	3112.113	3112.113	3118.677	3114.779	3094.614	5	9
2017-05-31 12:30:00	3112.113	3112.113	3112.113	3112.113	3118.632	3114.763	3094.308	5	13
2017-05-31 12:25:00	3112.113	3112.113	3112.113	3112.113	3118.664	3114.758	3094.002	5	17
