Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-04-28 15:00:00	3154.727	3154.727	3154.390	3154.658	3143.726	3143.049	3138.878	10	61
2017-04-28 14:55:00	3151.581	3153.789	3151.581	3153.763	3143.515	3142.787	3138.789	64	65
2017-04-28 14:50:00	3151.405	3152.897	3150.531	3152.003	3143.327	3142.533	3138.719	65	65
2017-04-28 14:45:00	3151.164	3152.729	3150.255	3152.394	3143.156	3142.297	3138.649	65	65
2017-04-28 14:40:00	3150.503	3151.439	3147.900	3151.297	3143.013	3142.058	3138.552	65	65
2017-04-28 14:35:00	3150.934	3151.189	3150.025	3150.283	3142.900	3141.829	3138.468	65	65
2017-04-28 14:30:00	3147.264	3151.360	3147.167	3151.038	3142.866	3141.610	3138.389	64	65
2017-04-28 14:25:00	3148.276	3148.767	3146.096	3147.357	3142.772	3141.384	3138.297	65	65
2017-04-28 14:20:00	3148.626	3149.331	3148.013	3148.461	3142.741	3141.194	3138.231	62	65
2017-04-28 14:15:00	3147.030	3148.832	3146.952	3148.556	3142.690	3140.994	3138.166	65	65
2017-04-28 14:10:00	3146.853	3147.737	3146.471	3147.244	3142.580	3140.792	3138.094	65	65
2017-04-28 14:05:00	3143.998	3146.989	3143.334	3146.499	3142.449	3140.604	3138.042	65	61
2017-04-28 14:00:00	3144.703	3145.387	3143.755	3144.048	3142.416	3140.418	3137.992	65	57
2017-04-28 13:55:00	3143.103	3145.427	3142.990	3144.751	3142.518	3140.250	3137.925	64	53
2017-04-28 13:50:00	3144.241	3144.929	3142.820	3143.268	3142.576	3140.089	3137.866	65	49
2017-04-28 13:45:00	3146.269	3146.269	3143.878	3144.172	3142.564	3139.920	3137.833	65	45
2017-04-28 13:40:00	3145.693	3147.037	3145.399	3146.204	3142.618	3139.673	3137.802	65	41
2017-04-28 13:35:00	3144.030	3145.959	3144.014	3145.101	3142.608	3139.396	3137.740	64	37
2017-04-28 13:30:00	3144.530	3144.828	3143.677	3144.285	3142.586	3139.064	3137.685	65	33
2017-04-28 13:25:00	3138.059	3144.353	3137.322	3144.245	3142.744	3138.697	3137.638	64	29
2017-04-28 13:20:00	3140.012	3140.134	3136.660	3137.899	3142.898	3138.324	3137.591	65	25
2017-04-28 13:15:00	3139.160	3140.419	3138.740	3139.711	3143.115	3138.016	3137.593	65	21
2017-04-28 13:10:00	3139.932	3140.140	3137.996	3139.146	3143.321	3137.636	3137.593	65	17
2017-04-28 13:05:00	3140.638	3141.392	3139.537	3140.180	3143.614	3137.230	3137.587	65	13
