Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	Volume	SMAVG (15)
2017-05-31 15:00:00	1808.302	1808.302	1808.302	1808.302	1817.284	1815.043	1804.186	0	0
2017-05-31 14:55:00	1807.662	1808.341	1807.661	1808.309	1817.680	1815.135	1804.046	0	0
2017-05-31 14:50:00	1809.075	1809.189	1807.485	1807.640	1818.080	1815.216	1803.906	0	0
2017-05-31 14:45:00	1809.523	1809.618	1808.381	1809.025	1818.129	1815.262	1803.716	0	0
2017-05-31 14:40:00	1811.501	1811.501	1809.585	1809.585	1818.151	1815.277	1803.520	0	0
2017-05-31 14:35:00	1811.019	1811.730	1810.881	1811.505	1818.174	1815.300	1803.280	0	0
2017-05-31 14:30:00	1812.533	1812.533	1810.940	1811.011	1818.199	1815.301	1803.035	0	0
2017-05-31 14:25:00	1811.993	1812.683	1811.920	1812.537	1818.200	1815.307	1802.871	0	0
2017-05-31 14:20:00	1813.023	1813.565	1811.946	1811.963	1818.141	1815.305	1802.713	0	0
2017-05-31 14:15:00	1814.925	1814.927	1812.942	1812.947	1818.136	1815.306	1802.601	0	0
2017-05-31 14:10:00	1814.626	1815.867	1814.451	1814.887	1818.101	1815.292	1802.481	0	0
2017-05-31 14:05:00	1815.648	1815.932	1814.578	1814.631	1818.044	1815.286	1802.350	0	0
2017-05-31 14:00:00	1815.389	1815.605	1815.176	1815.531	1818.012	1815.295	1802.228	0	0
2017-05-31 13:55:00	1812.355	1815.355	1812.174	1815.332	1817.911	1815.252	1802.131	0	0
2017-05-31 13:50:00	1815.990	1815.990	1812.350	1812.375	1817.829	1815.211	1802.043	0	0
2017-05-31 13:45:00	1816.805	1816.880	1815.884	1815.899	1817.873	1815.216	1801.979	0	0
2017-05-31 13:40:00	1816.778	1817.033	1816.498	1816.862	1817.871	1815.142	1801.894	0	0
2017-05-31 13:35:00	1814.708	1816.838	1814.555	1816.706	1817.834	1815.040	1801.802	0	0
2017-05-31 13:30:00	1815.770	1815.812	1814.709	1814.721	1817.761	1814.990	1801.730	0	0
2017-05-31 13:25:00	1815.978	1816.010	1815.468	1815.824	1817.773	1814.926	1801.670	0	0
2017-05-31 13:20:00	1815.112	1816.185	1814.597	1815.989	1817.752	1814.862	1801.618	0	0
2017-05-31 13:15:00	1816.252	1816.317	1815.143	1815.182	1817.716	1814.825	1801.545	0	0
2017-05-31 13:10:00	1814.255	1816.314	1814.233	1816.314	1817.691	1814.682	1801.483	0	0
2017-05-31 13:05:00	1815.868	1815.937	1814.286	1814.290	1817.612	1814.498	1801.420	0	0
2017-05-31 13:00:00	1816.307	1816.400	1815.769	1815.889	1817.534	1814.240	1801.347	0	0
2017-05-31 12:55:00	1816.301	1816.301	1816.301	1816.301	1817.433	1813.975	1801.267	0	0
2017-05-31 11:30:00	1816.318	1816.318	1816.318	1816.318	1817.339	1813.715	1801.194	0	0
2017-05-31 11:25:00	1819.098	1819.180	1816.170	1816.346	1817.235	1813.411	1801.134	0	0
2017-05-31 11:20:00	1817.098	1819.354	1817.078	1819.104	1817.140	1813.111	1801.024	0	0
2017-05-31 11:15:00	1816.689	1816.951	1816.380	1816.951	1816.988	1812.780	1800.903	0	0
2017-05-31 11:10:00	1817.346	1817.410	1816.650	1816.650	1816.878	1812.483	1800.823	0	0
2017-05-31 11:05:00	1819.775	1819.775	1817.261	1817.309	1816.748	1812.188	1800.764	0	0
2017-05-31 11:00:00	1821.208	1821.229	1819.781	1819.781	1816.533	1811.887	1800.707	0	0
2017-05-31 10:55:00	1821.473	1822.349	1821.219	1821.219	1816.303	1811.527	1800.657	0	0
2017-05-31 10:50:00	1819.640	1821.412	1819.251	1821.412	1816.044	1811.134	1800.614	0	0
2017-05-31 10:45:00	1820.006	1820.078	1819.526	1819.606	1815.759	1810.744	1800.569	0	0
2017-05-31 10:40:00	1818.036	1820.055	1818.036	1820.006	1815.572	1810.348	1800.533	0	0
2017-05-31 10:35:00	1819.601	1819.641	1817.870	1818.173	1815.370	1809.978	1800.514	0	0
2017-05-31 10:30:00	1820.927	1820.927	1819.592	1819.592	1815.207	1809.631	1800.517	0	0
2017-05-31 10:25:00	1822.852	1822.987	1820.956	1820.961	1815.079	1809.259	1800.525	0	0
2017-05-31 10:20:00	1822.604	1823.411	1822.604	1822.875	1814.932	1808.843	1800.531	0	0
2017-05-31 10:15:00	1822.377	1822.620	1821.231	1822.620	1814.756	1808.438	1800.539	0	0
2017-05-31 10:10:00	1824.151	1824.484	1822.317	1822.317	1814.617	1808.055	1800.538	0	0
2017-05-31 10:05:00	1825.374	1825.374	1823.889	1824.075	1814.499	1807.728	1800.526	0	0
2017-05-31 10:00:00	1826.056	1826.460	1825.439	1825.439	1814.380	1807.375	1800.498	0	0
2017-05-31 09:55:00	1827.807	1827.807	1825.688	1826.102	1814.152	1806.997	1800.466	0	0
2017-05-31 09:50:00	1828.513	1829.721	1827.938	1827.945	1813.918	1806.657	1800.421	0	0
2017-05-31 09:45:00	1828.792	1829.057	1828.193	1828.520	1813.587	1806.319	1800.374	0	0
2017-05-31 09:40:00	1822.630	1828.843	1822.306	1828.783	1813.278	1805.990	1800.344	0	0
2017-05-31 09:35:00	1828.220	1828.572	1822.554	1822.554	1812.962	1805.657	1800.311	0	0
2017-05-31 09:30:00	1831.331	1834.736	1827.481	1828.081	1812.801	1805.358	1800.317	0	0
2017-05-31 09:25:00	1828.015	1828.310	1828.015	1828.310	1812.590	1805.046	1800.305	0	0
2017-05-26 15:00:00	1810.111	1810.111	1810.111	1810.111	1812.352	1804.717	1800.294	0	0
2017-05-26 14:55:00	1810.651	1810.657	1809.957	1810.132	1812.394	1804.628	1800.340	0	0
2017-05-26 14:50:00	1812.787	1812.836	1810.642	1810.695	1812.403	1804.532	1800.391	0	0
