Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	Volume	SMAVG (15)
2017-06-30 15:00:00	1897.687	1897.687	1897.687	1897.687	1891.873	1891.309	1891.243	0	0
2017-06-30 14:55:00	1897.503	1897.530	1897.014	1897.382	1891.658	1891.217	1891.243	0	0
2017-06-30 14:50:00	1897.499	1897.938	1897.314	1897.472	1891.441	1891.129	1891.240	0	0
2017-06-30 14:45:00	1897.895	1898.164	1897.499	1897.542	1891.337	1891.037	1891.247	0	0
2017-06-30 14:40:00	1896.631	1898.344	1896.600	1897.946	1891.225	1890.908	1891.258	0	0
2017-06-30 14:35:00	1896.728	1896.728	1895.562	1896.563	1891.090	1890.763	1891.251	0	0
2017-06-30 14:30:00	1896.960	1897.185	1896.788	1896.796	1890.987	1890.629	1891.260	0	0
2017-06-30 14:25:00	1896.946	1896.946	1896.583	1896.939	1890.892	1890.485	1891.268	0	0
2017-06-30 14:20:00	1897.087	1897.300	1896.907	1896.909	1890.808	1890.329	1891.265	0	0
2017-06-30 14:15:00	1897.253	1897.253	1896.589	1897.115	1890.742	1890.186	1891.264	0	0
2017-06-30 14:10:00	1896.715	1897.329	1896.356	1897.227	1890.611	1890.061	1891.259	0	0
2017-06-30 14:05:00	1897.531	1897.531	1896.525	1896.591	1890.487	1889.925	1891.250	0	0
2017-06-30 14:00:00	1897.201	1898.834	1897.088	1897.604	1890.369	1889.782	1891.246	0	0
2017-06-30 13:55:00	1896.972	1897.282	1896.685	1897.143	1890.251	1889.622	1891.227	0	0
2017-06-30 13:50:00	1893.487	1896.990	1893.484	1896.990	1890.146	1889.500	1891.201	0	0
2017-06-30 13:45:00	1894.295	1894.371	1893.413	1893.637	1890.024	1889.386	1891.181	0	0
2017-06-30 13:40:00	1893.651	1894.483	1893.587	1894.295	1889.977	1889.324	1891.170	0	0
2017-06-30 13:35:00	1892.700	1893.597	1892.475	1893.563	1889.920	1889.239	1891.149	0	0
2017-06-30 13:30:00	1892.393	1893.586	1892.316	1892.705	1889.869	1889.154	1891.132	0	0
