Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	HSI Index (Hong Kong Hang Seng Index) - #Ticks	SMAVG (15)
2017-03-01 15:55:00	23796.29	23802.80	23781.75	23781.75	23778.04	23789.95	23862.16	150	150
2017-03-01 15:50:00	23795.94	23801.76	23784.07	23800.58	23777.96	23791.16	23862.59	150	150
2017-03-01 15:45:00	23793.54	23801.79	23784.52	23794.87	23778.08	23792.20	23862.97	150	150
2017-03-01 15:40:00	23798.10	23798.48	23785.27	23793.20	23778.53	23793.26	23863.71	150	150
2017-03-01 15:35:00	23799.25	23803.45	23786.87	23800.38	23778.85	23794.41	23864.45	150	150
2017-03-01 15:30:00	23801.85	23809.58	23789.94	23798.55	23778.95	23795.51	23865.32	150	150
2017-03-01 15:25:00	23798.18	23805.86	23789.41	23796.01	23778.70	23796.66	23866.27	150	150
2017-03-01 15:20:00	23787.83	23803.89	23781.85	23798.02	23778.51	23797.86	23867.22	150	150
2017-03-01 15:15:00	23779.95	23795.11	23774.79	23790.19	23778.10	23798.95	23868.16	150	150
2017-03-01 15:10:00	23782.88	23789.06	23772.80	23777.52	23777.30	23800.15	23869.21	150	150
2017-03-01 15:05:00	23781.24	23787.33	23772.24	23780.87	23777.09	23801.51	23870.33	150	150
2017-03-01 15:00:00	23777.85	23783.17	23767.57	23778.84	23776.66	23802.75	23871.41	150	150
2017-03-01 14:55:00	23770.33	23778.04	23764.04	23777.89	23777.16	23804.02	23872.45	150	150
2017-03-01 14:50:00	23777.02	23782.18	23766.87	23772.21	23777.80	23805.59	23873.49	150	150
2017-03-01 14:45:00	23779.48	23788.57	23772.29	23776.28	23777.39	23807.19	23874.57	150	150
2017-03-01 14:40:00	23777.42	23788.83	23774.28	23781.41	23776.78	23808.58	23875.60	150	150
2017-03-01 14:35:00	23784.02	23787.21	23773.01	23777.15	23776.77	23809.80	23876.64	150	150
2017-03-01 14:30:00	23763.40	23786.93	23763.40	23781.60	23778.21	23810.99	23877.77	150	150
2017-03-01 14:25:00	23767.81	23776.90	23760.82	23764.52	23779.56	23812.15	23878.90	150	150
