Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	HSI Index (Hong Kong Hang Seng Index) - #Ticks	SMAVG (15)
2017-03-31 15:55:00	24152.97	24158.90	24133.21	24136.63	24155.32	24214.53	24284.49	150	150
2017-03-31 15:50:00	24138.36	24156.74	24136.28	24150.54	24156.06	24215.81	24285.74	150	150
2017-03-31 15:45:00	24135.07	24147.57	24131.04	24137.04	24156.70	24217.03	24286.99	150	150
2017-03-31 15:40:00	24127.87	24139.92	24120.39	24132.05	24157.07	24218.27	24288.66	150	150
2017-03-31 15:35:00	24134.45	24141.19	24121.40	24127.30	24157.61	24219.46	24290.35	150	150
2017-03-31 15:30:00	24145.13	24149.88	24134.13	24135.34	24158.17	24221.16	24291.29	150	150
2017-03-31 15:25:00	24130.80	24145.60	24126.64	24145.60	24158.12	24222.70	24292.17	150	150
2017-03-31 15:20:00	24122.65	24134.94	24116.64	24134.94	24157.80	24223.97	24293.06	150	150
2017-03-31 15:15:00	24125.82	24135.46	24117.53	24123.95	24158.62	24225.28	24293.95	150	150
2017-03-31 15:10:00	24120.05	24131.15	24114.62	24124.54	24160.31	24226.75	24294.80	150	150
2017-03-31 15:05:00	24114.36	24125.64	24108.97	24122.97	24162.83	24228.12	24295.66	150	150
2017-03-31 15:00:00	24125.33	24127.79	24105.38	24113.64	24165.11	24229.65	24296.51	150	150
2017-03-31 14:55:00	24131.80	24139.95	24120.09	24124.67	24168.22	24231.32	24297.43	150	150
2017-03-31 14:50:00	24141.87	24147.27	24128.44	24133.63	24171.41	24232.93	24298.29	150	150
2017-03-31 14:45:00	24134.23	24147.61	24131.30	24139.62	24174.13	24234.52	24299.09	150	150
2017-03-31 14:40:00	24132.56	24137.70	24124.02	24135.10	24176.47	24235.89	24299.87	150	150
2017-03-31 14:35:00	24144.47	24150.61	24123.81	24132.75	24179.98	24237.33	24300.63	150	150
2017-03-31 14:30:00	24129.15	24148.81	24124.56	24145.87	24183.44	24238.71	24301.41	150	150
2017-03-31 14:25:00	24127.08	24130.25	24112.55	24129.62	24186.63	24240.31	24302.10	150	150
2017-03-31 14:20:00	24126.83	24131.53	24119.05	24127.73	24190.23	24242.10	24302.88	150	150
2017-03-31 14:15:00	24139.42	24145.19	24126.33	24127.00	24193.82	24244.02	24303.67	150	150
2017-03-31 14:10:00	24151.51	24151.51	24136.38	24139.61	24197.74	24245.96	24304.46	150	150
2017-03-31 14:05:00	24153.81	24157.96	24142.84	24150.49	24201.49	24247.49	24305.23	150	150
2017-03-31 14:00:00	24150.88	24158.93	24144.88	24153.47	24204.99	24249.07	24305.96	150	150
2017-03-31 13:55:00	24158.56	24163.34	24147.56	24150.88	24208.51	24250.55	24306.77	150	150
2017-03-31 13:50:00	24152.26	24161.61	24145.27	24159.13	24211.85	24252.01	24307.59	150	150
2017-03-31 13:45:00	24146.18	24157.35	24138.96	24155.21	24214.86	24253.43	24308.40	150	150
2017-03-31 13:40:00	24150.19	24151.83	24133.10	24145.89	24217.81	24254.79	24309.27	150	150
2017-03-31 13:35:00	24152.78	24156.45	24136.37	24147.66	24221.33	24256.45	24310.14	150	150
2017-03-31 13:30:00	24164.11	24164.65	24144.39	24152.22	24224.64	24257.98	24310.97	150	150
2017-03-31 13:25:00	24151.48	24161.56	24144.54	24158.55	24228.10	24259.52	24311.80	150	150
