Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	HSI Index (Hong Kong Hang Seng Index) - #Ticks	SMAVG (15)
2017-12-01 15:55:00	29099.95	29101.55	29076.82	29082.31	29133.22	29177.30	29338.97	150	150
2017-12-01 15:50:00	29106.29	29115.22	29091.70	29095.66	29137.40	29179.65	29342.06	150	150
2017-12-01 15:45:00	29117.02	29131.33	29107.24	29110.75	29140.78	29181.81	29345.51	150	150
2017-12-01 15:40:00	29102.76	29118.03	29079.58	29113.29	29144.13	29183.86	29349.03	150	150
2017-12-01 15:35:00	29150.87	29150.87	29104.46	29104.46	29148.52	29185.51	29352.53	150	150
2017-12-01 15:30:00	29139.09	29153.99	29136.39	29147.91	29152.35	29186.93	29355.31	150	150
2017-12-01 15:25:00	29148.26	29150.32	29129.68	29140.66	29153.82	29187.89	29357.82	150	150
2017-12-01 15:20:00	29168.07	29168.07	29140.05	29147.91	29154.99	29188.98	29360.41	150	150
2017-12-01 15:15:00	29133.43	29170.35	29133.43	29169.11	29156.36	29189.89	29362.94	150	150
2017-12-01 15:10:00	29148.79	29149.41	29122.66	29135.74	29157.12	29190.65	29365.44	150	150
2017-12-01 15:05:00	29153.03	29176.86	29140.24	29149.19	29157.36	29191.88	29367.93	150	150
2017-12-01 15:00:00	29120.56	29152.72	29120.56	29151.67	29157.86	29193.03	29370.21	150	150
2017-12-01 14:55:00	29102.31	29125.17	29094.53	29125.17	29156.55	29194.10	29372.47	150	150
2017-12-01 14:50:00	29084.07	29113.90	29079.75	29105.73	29156.73	29195.33	29374.94	150	150
2017-12-01 14:45:00	29065.29	29084.83	29065.29	29082.30	29159.36	29196.76	29377.15	150	150
2017-12-01 14:40:00	29071.62	29080.14	29054.49	29063.55	29163.15	29198.78	29379.59	150	150
2017-12-01 14:35:00	29085.18	29087.33	29068.62	29073.00	29168.70	29201.03	29382.00	150	150
2017-12-01 14:30:00	29067.34	29097.56	29065.37	29085.18	29172.47	29203.28	29384.24	150	150
2017-12-01 14:25:00	29079.73	29084.94	29050.81	29065.45	29175.99	29205.54	29386.52	150	150
2017-12-01 14:20:00	29074.26	29080.82	29060.12	29079.94	29179.48	29207.85	29388.86	150	150
2017-12-01 14:15:00	29077.30	29086.00	29058.68	29074.23	29182.28	29210.24	29391.07	150	150
2017-12-01 14:10:00	29086.50	29095.47	29058.42	29075.30	29185.17	29212.95	29393.16	150	150
2017-12-01 14:05:00	29118.14	29118.76	29080.53	29089.96	29187.71	29215.67	29395.31	150	150
2017-12-01 14:00:00	29110.23	29123.39	29099.87	29116.70	29189.89	29218.07	29397.17	150	150
2017-12-01 13:55:00	29111.17	29116.24	29100.32	29110.46	29191.55	29220.11	29398.96	150	150
2017-12-01 13:50:00	29095.36	29114.02	29089.62	29110.11	29193.67	29222.04	29400.79	150	150
2017-12-01 13:45:00	29123.99	29123.99	29092.46	29094.90	29195.94	29223.95	29402.67	150	150
2017-12-01 13:40:00	29141.28	29144.43	29119.47	29125.50	29198.91	29226.09	29404.70	150	150
2017-12-01 13:35:00	29149.21	29150.27	29135.91	29141.28	29201.32	29227.98	29406.57	150	150
2017-12-01 13:30:00	29146.14	29154.07	29139.61	29149.21	29203.34	29229.68	29408.42	150	150
2017-12-01 13:25:00	29150.38	29154.48	29122.14	29147.28	29204.64	29230.90	29410.07	150	150
2017-12-01 13:20:00	29147.67	29163.36	29145.95	29150.16	29205.28	29231.19	29411.70	150	150
2017-12-01 13:15:00	29155.15	29155.20	29132.11	29146.85	29205.71	29232.12	29413.29	150	150
2017-12-01 13:10:00	29174.41	29179.24	29148.26	29155.56	29206.47	29233.73	29414.62	150	150
2017-12-01 13:05:00	29176.83	29176.83	29155.90	29172.26	29206.68	29235.08	29416.02	150	150
2017-12-01 13:00:00	29147.94	29211.48	29147.94	29176.83	29206.84	29236.76	29417.39	150	150
2017-12-01 11:55:00	29127.82	29141.20	29125.16	29138.74	29206.26	29238.40	29418.54	150	150
2017-12-01 11:50:00	29132.40	29139.51	29120.83	29129.10	29207.10	29243.13	29419.86	150	150
2017-12-01 11:45:00	29127.49	29147.45	29125.30	29135.76	29208.73	29248.04	29421.19	150	150
2017-12-01 11:40:00	29133.44	29138.98	29121.51	29131.74	29210.80	29252.96	29422.35	150	150
2017-12-01 11:35:00	29119.35	29146.90	29111.03	29134.00	29212.30	29257.98	29423.89	150	150
2017-12-01 11:30:00	29163.84	29167.88	29117.18	29118.23	29213.74	29262.96	29425.33	150	150
2017-12-01 11:25:00	29193.34	29193.34	29164.46	29165.10	29214.89	29268.23	29427.00	150	150
2017-12-01 11:20:00	29184.09	29196.99	29177.92	29192.22	29215.62	29273.15	29428.57	150	150
2017-12-01 11:15:00	29174.39	29190.29	29156.97	29187.29	29215.90	29277.72	29430.03	150	150
2017-12-01 11:10:00	29179.22	29189.44	29168.69	29173.67	29216.38	29282.24	29431.60	150	150
2017-12-01 11:05:00	29229.38	29229.38	29173.44	29178.42	29217.72	29286.88	29433.21	150	150
2017-12-01 11:00:00	29229.02	29236.29	29218.47	29230.05	29218.86	29291.61	29434.82	150	150
2017-12-01 10:55:00	29249.27	29256.72	29225.22	29230.70	29219.55	29295.88	29436.34	150	150
2017-12-01 10:50:00	29291.80	29291.80	29243.80	29250.30	29220.52	29299.98	29437.83	150	150
2017-12-01 10:45:00	29264.79	29297.24	29261.30	29291.46	29221.39	29303.92	29439.19	150	150
2017-12-01 10:40:00	29279.17	29287.69	29256.62	29264.41	29221.90	29307.55	29440.29	150	150
2017-12-01 10:35:00	29337.23	29345.97	29275.94	29278.47	29222.85	29311.39	29441.69	150	150
2017-12-01 10:30:00	29292.50	29335.36	29292.50	29332.51	29223.59	29314.94	29443.05	150	149
2017-12-01 10:25:00	29222.18	29296.21	29222.18	29296.21	29222.51	29318.28	29444.07	150	149
2017-12-01 10:20:00	29203.76	29225.56	29180.25	29221.57	29221.51	29322.08	29445.48	150	149
2017-12-01 10:15:00	29215.62	29219.87	29186.69	29198.94	29221.96	29326.87	29447.16	150	149
2017-12-01 10:10:00	29207.00	29224.03	29204.34	29216.53	29222.98	29331.80	29448.91	150	149
2017-12-01 10:05:00	29147.27	29211.98	29143.65	29206.95	29223.41	29336.30	29450.54	150	149
2017-12-01 10:00:00	29176.36	29182.99	29140.06	29147.89	29224.18	29340.87	29452.29	150	149
2017-12-01 09:55:00	29087.74	29181.46	29085.79	29174.05	29226.40	29346.01	29454.34	150	149
2017-12-01 09:50:00	29131.83	29131.83	29028.76	29086.41	29228.20	29351.05	29456.56	150	149
2017-12-01 09:45:00	29234.13	29235.44	29133.90	29133.90	29231.64	29356.63	29459.18	150	149
2017-12-01 09:40:00	29278.30	29298.86	29232.56	29237.11	29233.93	29361.55	29461.47	150	149
2017-12-01 09:35:00	29343.71	29343.71	29259.52	29272.11	29234.17	29365.42	29463.27	150	149
2017-12-01 09:30:00	29282.26	29345.59	29248.25	29341.07	29234.41	29368.69	29464.97	150	149
