Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-07-31 14:30:00	2402.04	2402.87	2402.04	2402.71	2396.34	2397.74	2411.52	18	29
2017-07-31 14:25:00	2400.75	2400.75	2400.75	2400.75	2396.22	2397.81	2411.70	30	30
2017-07-31 14:20:00	2400.75	2400.75	2400.75	2400.75	2396.09	2397.91	2411.90	30	30
2017-07-31 14:15:00	2401.88	2402.71	2400.15	2400.75	2396.02	2398.00	2412.09	30	30
2017-07-31 14:10:00	2402.54	2403.36	2401.73	2402.14	2395.93	2398.08	2412.29	30	30
2017-07-31 14:05:00	2403.74	2403.90	2402.55	2402.56	2395.79	2398.14	2412.48	30	30
2017-07-31 14:00:00	2400.41	2403.85	2400.41	2403.13	2395.68	2398.20	2412.67	30	30
2017-07-31 13:55:00	2401.44	2401.79	2400.29	2401.37	2395.51	2398.24	2412.85	30	30
2017-07-31 13:50:00	2399.02	2401.67	2398.37	2400.83	2395.37	2398.32	2413.05	30	30
2017-07-31 13:45:00	2398.37	2399.88	2398.37	2399.07	2395.25	2398.40	2413.25	30	30
2017-07-31 13:40:00	2397.70	2399.15	2397.34	2398.75	2395.15	2398.49	2413.46	30	30
2017-07-31 13:35:00	2396.80	2398.52	2396.21	2397.77	2395.08	2398.59	2413.67	30	30
2017-07-31 13:30:00	2395.36	2396.98	2395.11	2396.05	2394.97	2398.69	2413.88	30	30
2017-07-31 13:25:00	2397.23	2397.51	2395.33	2396.31	2394.88	2398.82	2414.10	30	30
2017-07-31 13:20:00	2396.77	2397.65	2395.83	2395.83	2394.77	2398.96	2414.32	30	30
2017-07-31 13:15:00	2395.92	2397.50	2395.33	2396.58	2394.69	2399.12	2414.53	30	30
2017-07-31 13:10:00	2396.69	2397.11	2395.84	2396.48	2394.62	2399.27	2414.75	30	30
2017-07-31 13:05:00	2395.90	2397.42	2395.13	2396.33	2394.60	2399.42	2414.96	30	30
2017-07-31 13:00:00	2395.28	2396.24	2394.26	2394.85	2394.58	2399.59	2415.18	30	30
2017-07-31 12:55:00	2394.75	2395.36	2393.30	2393.35	2394.60	2399.76	2415.40	30	30
2017-07-31 12:50:00	2394.92	2395.40	2393.48	2394.08	2394.63	2399.96	2415.62	30	30
2017-07-31 12:45:00	2394.32	2395.49	2394.32	2395.40	2394.68	2400.15	2415.84	30	30
2017-07-31 12:40:00	2394.92	2395.28	2394.16	2394.77	2394.68	2400.33	2416.05	30	30
2017-07-31 12:35:00	2394.79	2395.76	2394.50	2394.89	2394.71	2400.53	2416.27	30	30
