Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-12-28 14:30:00	2466.61	2467.51	2466.61	2467.49	2457.66	2449.78	2439.28	17	29
2017-12-28 14:25:00	2464.70	2464.70	2464.70	2464.70	2457.37	2449.33	2439.16	30	30
2017-12-28 14:20:00	2464.70	2464.70	2464.70	2464.70	2457.11	2448.91	2439.05	30	30
2017-12-28 14:15:00	2463.79	2465.52	2462.69	2464.70	2456.83	2448.50	2438.95	30	30
2017-12-28 14:10:00	2462.61	2464.02	2461.18	2464.02	2456.54	2448.09	2438.84	30	30
2017-12-28 14:05:00	2462.35	2462.79	2460.75	2461.83	2456.24	2447.66	2438.74	30	30
2017-12-28 14:00:00	2462.38	2463.39	2460.21	2461.09	2456.09	2447.27	2438.65	30	30
2017-12-28 13:55:00	2460.83	2462.76	2460.62	2462.08	2455.96	2446.87	2438.55	30	30
2017-12-28 13:50:00	2458.97	2460.93	2457.84	2460.87	2455.78	2446.46	2438.46	30	30
2017-12-28 13:45:00	2459.94	2461.16	2459.37	2460.31	2455.65	2446.07	2438.36	30	30
2017-12-28 13:40:00	2461.25	2461.73	2458.37	2459.76	2455.58	2445.68	2438.28	30	30
2017-12-28 13:35:00	2461.62	2462.53	2460.10	2460.57	2455.51	2445.30	2438.20	30	30
2017-12-28 13:30:00	2460.82	2462.31	2460.41	2461.65	2455.42	2444.91	2438.12	30	30
2017-12-28 13:25:00	2459.89	2461.76	2459.89	2460.78	2455.27	2444.51	2438.04	30	30
2017-12-28 13:20:00	2461.39	2461.87	2459.14	2459.14	2455.12	2444.11	2437.95	30	30
2017-12-28 13:15:00	2460.70	2461.75	2460.00	2460.86	2454.98	2443.72	2437.86	30	30
2017-12-28 13:10:00	2459.24	2461.07	2459.12	2460.79	2454.79	2443.32	2437.77	30	30
2017-12-28 13:05:00	2458.09	2459.85	2457.47	2459.33	2454.58	2442.92	2437.68	30	30
2017-12-28 13:00:00	2458.01	2458.56	2457.32	2458.04	2454.43	2442.55	2437.60	30	30
2017-12-28 12:55:00	2460.57	2460.57	2456.73	2458.00	2454.25	2442.18	2437.53	30	30
2017-12-28 12:50:00	2460.36	2461.35	2459.47	2461.04	2454.03	2441.82	2437.46	30	30
2017-12-28 12:45:00	2458.23	2460.04	2458.23	2460.04	2453.73	2441.43	2437.38	30	30
2017-12-28 12:40:00	2458.98	2459.44	2457.50	2458.76	2453.45	2441.08	2437.30	30	30
2017-12-28 12:35:00	2458.26	2459.27	2457.42	2457.54	2453.14	2440.72	2437.23	30	30
2017-12-28 12:30:00	2458.82	2459.74	2458.01	2458.03	2452.93	2440.37	2437.16	30	30
2017-12-28 12:25:00	2459.85	2460.26	2458.30	2459.31	2452.72	2440.02	2437.10	30	30
2017-12-28 12:20:00	2458.57	2460.50	2458.10	2460.50	2452.46	2439.64	2437.02	30	30
2017-12-28 12:15:00	2458.03	2458.91	2457.40	2457.82	2452.09	2439.27	2436.95	30	30
2017-12-28 12:10:00	2457.70	2459.22	2457.11	2459.22	2451.69	2438.91	2436.90	30	30
2017-12-28 12:05:00	2456.49	2458.46	2456.49	2457.14	2451.32	2438.54	2436.85	30	30
