Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-09-29 14:30:00	2393.02	2394.47	2393.02	2394.47	2389.53	2385.20	2378.49	4	28
2017-09-29 14:25:00	2392.46	2392.46	2392.46	2392.46	2389.35	2384.99	2378.39	30	30
2017-09-29 14:20:00	2392.46	2392.46	2392.46	2392.46	2389.22	2384.80	2378.30	30	30
2017-09-29 14:15:00	2391.98	2392.54	2391.49	2392.46	2389.08	2384.59	2378.22	30	30
2017-09-29 14:10:00	2392.81	2393.06	2391.06	2391.93	2388.98	2384.39	2378.13	30	30
2017-09-29 14:05:00	2391.31	2393.02	2390.93	2392.43	2388.87	2384.19	2378.05	30	30
2017-09-29 14:00:00	2391.30	2391.58	2390.31	2391.09	2388.73	2383.98	2377.96	30	30
2017-09-29 13:55:00	2392.24	2392.67	2390.55	2390.55	2388.61	2383.78	2377.88	30	30
2017-09-29 13:50:00	2392.57	2393.06	2391.71	2391.93	2388.50	2383.59	2377.80	30	30
2017-09-29 13:45:00	2393.62	2393.95	2391.84	2392.76	2388.35	2383.39	2377.72	30	30
2017-09-29 13:40:00	2393.04	2393.81	2391.58	2392.40	2388.22	2383.18	2377.64	30	30
2017-09-29 13:35:00	2392.46	2393.50	2391.47	2392.77	2388.09	2382.97	2377.55	30	30
2017-09-29 13:30:00	2391.88	2392.82	2391.61	2392.12	2387.94	2382.75	2377.47	30	30
2017-09-29 13:25:00	2391.41	2392.61	2390.80	2390.95	2387.85	2382.53	2377.39	30	30
2017-09-29 13:20:00	2392.94	2393.31	2390.98	2390.98	2387.80	2382.31	2377.30	30	30
2017-09-29 13:15:00	2393.07	2393.45	2391.61	2392.41	2387.75	2382.09	2377.22	30	30
2017-09-29 13:10:00	2391.34	2393.04	2390.76	2393.04	2387.69	2381.86	2377.14	30	30
2017-09-29 13:05:00	2389.34	2391.64	2389.34	2391.12	2387.56	2381.62	2377.04	30	30
