Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	#Ticks	SMAVG (15)
2017-11-30 14:30:00	2475.50	2476.91	2474.28	2476.37	2493.04	2499.02	2506.37	18	29
2017-11-30 14:25:00	2476.78	2476.78	2476.78	2476.78	2493.43	2499.40	2506.56	30	30
2017-11-30 14:20:00	2476.78	2476.78	2476.78	2476.78	2493.83	2499.78	2506.76	30	30
2017-11-30 14:15:00	2478.01	2478.01	2475.81	2476.78	2494.24	2500.16	2506.95	30	30
2017-11-30 14:10:00	2480.31	2480.93	2476.54	2477.43	2494.66	2500.53	2507.14	30	30
2017-11-30 14:05:00	2483.20	2483.27	2480.08	2480.09	2495.03	2500.89	2507.33	30	30
2017-11-30 14:00:00	2478.70	2484.04	2478.70	2482.84	2495.40	2501.22	2507.52	30	30
2017-11-30 13:55:00	2483.18	2483.88	2478.84	2478.84	2495.68	2501.53	2507.69	30	30
2017-11-30 13:50:00	2486.14	2487.29	2482.48	2482.93	2496.04	2501.87	2507.89	30	30
2017-11-30 13:45:00	2486.55	2488.57	2485.81	2486.86	2496.37	2502.17	2508.07	30	30
2017-11-30 13:40:00	2488.96	2489.38	2485.60	2486.68	2496.67	2502.43	2508.23	30	30
2017-11-30 13:35:00	2489.43	2490.67	2488.71	2488.71	2496.97	2502.70	2508.40	30	30
2017-11-30 13:30:00	2490.06	2490.45	2488.06	2489.52	2497.29	2502.95	2508.54	30	30
2017-11-30 13:25:00	2493.47	2494.01	2489.86	2489.86	2497.55	2503.20	2508.68	30	30
2017-11-30 13:20:00	2494.96	2494.96	2492.86	2493.15	2497.85	2503.45	2508.83	30	30
2017-11-30 13:15:00	2495.40	2495.73	2494.03	2494.36	2498.09	2503.65	2508.95	30	30
2017-11-30 13:10:00	2496.72	2496.80	2495.00	2495.00	2498.31	2503.84	2509.04	30	30
2017-11-30 13:05:00	2495.48	2497.92	2495.48	2496.87	2498.53	2504.02	2509.12	30	30
2017-11-30 13:00:00	2495.47	2495.72	2494.42	2495.59	2498.62	2504.18	2509.18	30	30
2017-11-30 12:55:00	2494.59	2495.97	2494.59	2495.09	2498.80	2504.34	2509.25	30	30
2017-11-30 12:50:00	2494.36	2495.10	2493.52	2494.80	2498.95	2504.52	2509.30	30	30
2017-11-30 12:45:00	2494.44	2495.41	2493.74	2494.09	2498.99	2504.69	2509.35	30	30
2017-11-30 12:40:00	2494.33	2495.87	2493.75	2494.77	2499.05	2504.87	2509.40	30	30
2017-11-30 12:35:00	2496.26	2496.26	2494.12	2494.44	2499.08	2505.05	2509.46	30	30
2017-11-30 12:30:00	2497.13	2497.13	2495.10	2495.66	2499.16	2505.23	2509.51	30	30
2017-11-30 12:25:00	2497.10	2497.53	2495.98	2496.58	2499.07	2505.40	2509.56	30	30
2017-11-30 12:20:00	2497.24	2497.72	2496.37	2496.81	2499.01	2505.56	2509.62	30	30
2017-11-30 12:15:00	2497.82	2498.40	2496.82	2496.97	2498.94	2505.74	2509.68	30	30
2017-11-30 12:10:00	2497.07	2497.42	2496.03	2497.26	2498.82	2505.91	2509.73	30	30
2017-11-30 12:05:00	2497.47	2498.66	2497.17	2497.21	2498.80	2506.08	2509.77	30	30
2017-11-30 12:00:00	2497.72	2498.06	2496.80	2498.01	2499.11	2506.24	2509.83	30	30
2017-11-30 11:55:00	2497.09	2497.81	2496.77	2497.47	2499.42	2506.39	2509.89	30	30
2017-11-30 11:50:00	2497.33	2497.72	2496.36	2497.25	2499.74	2506.55	2509.96	30	30
2017-11-30 11:45:00	2498.88	2498.99	2497.02	2497.45	2500.06	2506.72	2510.04	30	30
2017-11-30 11:40:00	2499.15	2499.98	2497.85	2498.22	2500.38	2506.87	2510.10	30	30
2017-11-30 11:35:00	2497.93	2499.11	2497.03	2498.81	2500.69	2507.00	2510.16	30	30
2017-11-30 11:30:00	2497.86	2498.87	2496.80	2498.13	2500.99	2507.12	2510.23	30	30
2017-11-30 11:25:00	2498.27	2499.00	2497.25	2498.38	2501.27	2507.27	2510.29	30	30
2017-11-30 11:20:00	2498.01	2499.37	2497.87	2498.11	2501.56	2507.41	2510.34	30	30
2017-11-30 11:15:00	2499.57	2499.57	2497.81	2498.43	2501.84	2507.56	2510.40	30	30
2017-11-30 11:10:00	2498.78	2499.92	2497.93	2499.23	2502.13	2507.71	2510.47	30	30
2017-11-30 11:05:00	2500.07	2500.07	2497.92	2497.92	2502.40	2507.87	2510.53	30	30
2017-11-30 11:00:00	2500.35	2500.80	2499.38	2499.55	2502.70	2508.06	2510.60	30	30
2017-11-30 10:55:00	2500.36	2501.10	2499.24	2500.19	2502.97	2508.22	2510.66	30	30
2017-11-30 10:50:00	2499.40	2500.54	2498.16	2500.54	2503.23	2508.36	2510.72	30	30
2017-11-30 10:45:00	2500.52	2500.52	2498.83	2499.03	2503.49	2508.52	2510.76	30	30
2017-11-30 10:40:00	2499.29	2501.01	2499.26	2500.09	2503.77	2508.68	2510.82	30	30
2017-11-30 10:35:00	2499.15	2500.50	2498.90	2498.95	2504.06	2508.82	2510.86	30	30
2017-11-30 10:30:00	2498.27	2499.65	2497.35	2499.51	2504.37	2508.97	2510.91	30	30
2017-11-30 10:25:00	2496.05	2498.51	2495.65	2497.64	2504.66	2509.09	2510.97	30	30
2017-11-30 10:20:00	2497.64	2497.64	2495.69	2495.73	2505.00	2509.26	2511.04	30	30
2017-11-30 10:15:00	2497.59	2498.57	2495.96	2496.74	2505.37	2509.50	2511.11	30	30
2017-11-30 10:10:00	2496.67	2497.93	2496.19	2497.64	2505.74	2509.76	2511.18	30	30
2017-11-30 10:05:00	2496.90	2497.53	2494.98	2497.53	2506.07	2509.98	2511.24	30	30
2017-11-30 10:00:00	2499.14	2499.14	2495.73	2495.73	2506.40	2510.17	2511.31	30	30
