Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	S&P 500 Index - #Ticks	SMAVG (15)
2017-01-27 03:40:00	2298.32	2298.42	2298.01	2298.16	2297.15	2297.42	2291.46	300	300
2017-01-27 03:35:00	2297.91	2299.00	2297.91	2298.32	2297.17	2297.40	2291.33	300	300
2017-01-27 03:30:00	2298.61	2298.61	2297.85	2297.94	2297.16	2297.37	2291.19	300	300
2017-01-27 03:25:00	2297.31	2298.60	2297.31	2298.60	2297.17	2297.34	2291.06	300	300
2017-01-27 03:20:00	2297.03	2297.31	2296.59	2297.31	2297.20	2297.30	2290.92	300	300
2017-01-27 03:15:00	2296.61	2297.17	2296.50	2297.02	2297.28	2297.27	2290.79	300	300
2017-01-27 03:10:00	2296.65	2297.04	2296.58	2296.62	2297.33	2297.24	2290.66	300	300
2017-01-27 03:05:00	2296.50	2296.76	2296.14	2296.61	2297.39	2297.21	2290.53	300	300
2017-01-27 03:00:00	2296.94	2297.44	2296.49	2296.49	2297.44	2297.19	2290.40	300	300
2017-01-27 02:55:00	2296.28	2296.92	2296.15	2296.92	2297.49	2297.17	2290.26	300	300
2017-01-27 02:50:00	2296.44	2296.81	2296.19	2296.28	2297.51	2297.14	2290.12	300	300
2017-01-27 02:45:00	2296.68	2296.68	2296.36	2296.42	2297.53	2297.12	2289.98	300	300
2017-01-27 02:40:00	2295.98	2296.74	2295.97	2296.68	2297.58	2297.10	2289.85	300	300
2017-01-27 02:35:00	2295.25	2296.23	2295.24	2295.99	2297.66	2297.07	2289.71	300	300
2017-01-27 02:30:00	2295.49	2295.52	2294.96	2295.24	2297.70	2297.06	2289.58	300	300
2017-01-27 02:25:00	2294.99	2295.64	2294.98	2295.49	2297.77	2297.04	2289.45	300	300
2017-01-27 02:20:00	2294.96	2295.13	2294.08	2294.99	2297.82	2297.01	2289.32	300	300
2017-01-27 02:15:00	2296.00	2296.05	2294.97	2294.97	2297.89	2297.00	2289.19	300	300
2017-01-27 02:10:00	2296.82	2296.85	2295.98	2296.02	2297.97	2296.99	2289.05	300	300
2017-01-27 02:05:00	2296.89	2297.20	2296.72	2296.83	2298.03	2296.95	2288.90	300	300
2017-01-27 02:00:00	2296.76	2296.98	2296.21	2296.92	2298.07	2296.92	2288.76	300	300
2017-01-27 01:55:00	2296.81	2296.84	2296.37	2296.72	2298.09	2296.90	2288.62	300	300
2017-01-27 01:50:00	2296.60	2296.92	2296.48	2296.80	2298.10	2296.89	2288.48	300	300
2017-01-27 01:45:00	2296.24	2296.67	2295.91	2296.63	2298.11	2296.88	2288.34	300	300
2017-01-27 01:40:00	2296.28	2296.32	2295.35	2296.25	2298.10	2296.87	2288.20	300	300
2017-01-27 01:35:00	2296.55	2296.55	2295.61	2296.27	2298.08	2296.87	2288.06	300	300
2017-01-27 01:30:00	2296.62	2296.91	2296.41	2296.56	2298.09	2296.87	2287.90	300	300
2017-01-27 01:25:00	2296.94	2297.11	2296.57	2296.62	2298.09	2296.85	2287.75	300	300
2017-01-27 01:20:00	2297.48	2297.48	2296.80	2296.94	2298.09	2296.84	2287.59	300	300
2017-01-27 01:15:00	2297.63	2297.72	2297.37	2297.48	2298.07	2296.81	2287.43	300	300
2017-01-27 01:10:00	2297.76	2297.76	2297.13	2297.64	2298.04	2296.78	2287.27	300	300
2017-01-27 01:05:00	2296.65	2297.79	2296.45	2297.75	2298.03	2296.74	2287.12	300	300
2017-01-27 01:00:00	2297.07	2297.43	2296.21	2296.65	2298.00	2296.68	2286.96	300	300
2017-01-27 00:55:00	2297.99	2298.17	2297.05	2297.06	2298.01	2296.64	2286.81	300	300
2017-01-27 00:50:00	2298.02	2298.26	2297.52	2298.01	2298.03	2296.60	2286.65	300	300
2017-01-27 00:45:00	2298.38	2299.12	2298.04	2298.04	2298.03	2296.55	2286.48	300	300
2017-01-27 00:40:00	2297.81	2298.57	2297.74	2298.37	2298.04	2296.51	2286.32	300	300
2017-01-27 00:35:00	2297.79	2298.68	2297.43	2297.81	2298.03	2296.46	2286.14	300	300
2017-01-27 00:30:00	2297.80	2297.80	2296.51	2297.78	2298.02	2296.41	2285.97	300	300
2017-01-27 00:25:00	2296.76	2298.15	2296.69	2297.78	2298.02	2296.36	2285.80	300	300
2017-01-27 00:20:00	2297.25	2297.34	2296.57	2296.74	2298.00	2296.30	2285.63	300	300
2017-01-27 00:15:00	2299.04	2299.04	2297.23	2297.24	2298.02	2296.24	2285.47	300	300
2017-01-27 00:10:00	2298.20	2299.07	2298.00	2299.06	2298.01	2296.18	2285.30	300	300
2017-01-27 00:05:00	2297.72	2298.23	2297.18	2298.21	2297.96	2296.10	2285.12	300	300
2017-01-27 00:00:00	2297.78	2298.13	2297.38	2297.71	2297.94	2296.01	2284.94	300	300
2017-01-26 23:55:00	2297.23	2297.71	2296.84	2297.69	2297.92	2295.84	2284.77	300	300
2017-01-26 23:50:00	2297.96	2298.13	2297.23	2297.24	2297.88	2295.66	2284.60	300	300
2017-01-26 23:45:00	2298.33	2298.96	2297.90	2297.97	2297.86	2295.49	2284.42	300	300
2017-01-26 23:40:00	2300.47	2300.50	2298.32	2298.33	2297.82	2295.31	2284.24	300	300
2017-01-26 23:35:00	2298.91	2300.71	2298.83	2300.48	2297.77	2295.13	2284.05	300	300
2017-01-26 23:30:00	2297.87	2299.58	2297.72	2298.94	2297.69	2294.94	2283.86	300	300
2017-01-26 23:25:00	2298.29	2298.78	2297.55	2297.87	2297.63	2294.76	2283.67	300	300
2017-01-26 23:20:00	2300.33	2300.34	2298.29	2298.30	2297.58	2294.60	2283.50	300	300
2017-01-26 23:15:00	2300.94	2300.94	2299.83	2300.38	2297.52	2294.44	2283.32	300	300
2017-01-26 23:10:00	2299.64	2300.99	2299.50	2300.97	2297.40	2294.26	2283.13	300	300
2017-01-26 23:05:00	2299.67	2299.70	2298.13	2299.65	2297.26	2294.07	2282.95	300	300
2017-01-26 23:00:00	2299.36	2300.12	2298.28	2299.71	2297.14	2293.90	2282.78	300	300
2017-01-26 22:55:00	2298.73	2299.77	2298.46	2299.35	2297.03	2293.75	2282.61	300	300
2017-01-26 22:50:00	2297.90	2298.95	2297.73	2298.74	2296.94	2293.59	2282.43	300	300
2017-01-26 22:45:00	2297.45	2298.10	2296.46	2297.79	2296.86	2293.44	2282.24	300	300
2017-01-26 22:40:00	2298.86	2298.97	2296.77	2297.40	2296.78	2293.29	2282.06	300	300
2017-01-26 22:35:00	2300.54	2300.57	2298.76	2298.88	2296.71	2293.13	2281.88	300	300
2017-01-26 22:30:00	2298.63	2300.75	2298.04	2300.49	2296.62	2292.96	2281.70	300	300
2017-01-26 05:10:00	2298.37	2298.37	2298.37	2298.37	2296.49	2292.77	2281.51	300	300
2017-01-26 05:05:00	2298.37	2298.37	2298.37	2298.37	2296.41	2292.60	2281.32	300	300
2017-01-26 05:00:00	2298.44	2298.44	2298.34	2298.37	2296.32	2292.43	2281.14	300	300
2017-01-26 04:55:00	2299.03	2299.45	2298.05	2298.39	2296.20	2292.25	2280.95	300	300
2017-01-26 04:50:00	2298.79	2299.55	2298.77	2299.04	2296.11	2292.08	2280.76	300	300
2017-01-26 04:45:00	2298.97	2299.03	2298.52	2298.81	2296.00	2291.90	2280.58	300	300
2017-01-26 04:40:00	2298.02	2299.28	2297.88	2298.91	2295.88	2291.72	2280.39	300	300
2017-01-26 04:35:00	2297.10	2297.99	2296.92	2297.99	2295.76	2291.55	2280.20	300	300
2017-01-26 04:30:00	2297.21	2297.25	2296.74	2297.12	2295.71	2291.38	2280.01	300	300
2017-01-26 04:25:00	2296.41	2297.25	2296.10	2297.24	2295.67	2291.22	2279.83	300	300
2017-01-26 04:20:00	2295.03	2296.45	2295.01	2296.41	2295.65	2291.06	2279.64	300	300
2017-01-26 04:15:00	2296.98	2297.20	2294.93	2295.04	2295.63	2290.92	2279.45	300	300
2017-01-26 04:10:00	2296.30	2297.18	2296.29	2296.98	2295.66	2290.78	2279.27	300	300
2017-01-26 04:05:00	2296.70	2296.70	2295.94	2296.29	2295.64	2290.62	2279.08	300	300
2017-01-26 04:00:00	2295.92	2296.82	2295.92	2296.70	2295.62	2290.45	2278.89	300	300
2017-01-26 03:55:00	2296.29	2296.33	2295.69	2295.90	2295.59	2290.27	2278.69	300	300
2017-01-26 03:50:00	2296.78	2296.90	2296.21	2296.28	2295.55	2290.09	2278.50	300	300
2017-01-26 03:45:00	2296.44	2297.04	2296.38	2296.82	2295.52	2289.91	2278.32	300	300
2017-01-26 03:40:00	2297.27	2297.62	2296.37	2296.45	2295.44	2289.72	2278.14	300	300
2017-01-26 03:35:00	2297.87	2298.20	2297.26	2297.26	2295.35	2289.54	2277.97	300	300
2017-01-26 03:30:00	2298.12	2298.25	2297.15	2297.89	2295.26	2289.34	2277.79	300	300
2017-01-26 03:25:00	2298.16	2298.72	2297.99	2298.14	2295.17	2289.13	2277.59	300	300
2017-01-26 03:20:00	2298.12	2298.52	2298.00	2298.16	2295.07	2288.91	2277.41	300	300
2017-01-26 03:15:00	2297.24	2298.14	2297.23	2298.14	2294.98	2288.69	2277.22	300	300
2017-01-26 03:10:00	2297.64	2297.71	2297.21	2297.26	2294.89	2288.47	2277.05	300	300
2017-01-26 03:05:00	2297.23	2297.91	2297.23	2297.64	2294.80	2288.25	2276.87	300	300
2017-01-26 03:00:00	2297.38	2298.00	2297.05	2297.08	2294.71	2288.03	2276.69	300	300
2017-01-26 02:55:00	2297.15	2297.53	2296.88	2297.39	2294.59	2287.81	2276.51	300	300
2017-01-26 02:50:00	2296.37	2297.19	2296.29	2297.15	2294.47	2287.58	2276.33	300	300
2017-01-26 02:45:00	2297.18	2297.18	2296.29	2296.38	2294.34	2287.36	2276.16	300	300
2017-01-26 02:40:00	2296.56	2297.45	2296.55	2297.18	2294.24	2287.15	2275.98	300	300
2017-01-26 02:35:00	2295.74	2296.60	2295.74	2296.54	2294.08	2286.91	2275.80	300	300
2017-01-26 02:30:00	2296.21	2296.69	2295.18	2295.74	2293.75	2286.67	2275.64	300	300
2017-01-26 02:25:00	2295.86	2296.40	2295.70	2296.18	2293.44	2286.44	2275.49	300	300
2017-01-26 02:20:00	2296.18	2296.25	2295.81	2295.87	2293.12	2286.20	2275.33	300	300
2017-01-26 02:15:00	2296.31	2296.40	2295.93	2296.19	2292.80	2285.97	2275.18	300	300
2017-01-26 02:10:00	2295.75	2296.48	2295.75	2296.32	2292.48	2285.74	2275.04	300	300
2017-01-26 02:05:00	2295.67	2296.17	2295.63	2295.76	2292.18	2285.50	2274.89	300	300
2017-01-26 02:00:00	2295.14	2295.75	2295.09	2295.67	2291.90	2285.26	2274.76	300	300
2017-01-26 01:55:00	2294.51	2295.20	2294.37	2295.14	2291.63	2285.01	2274.62	300	300
2017-01-26 01:50:00	2293.92	2294.86	2293.69	2294.58	2291.36	2284.77	2274.50	300	300
2017-01-26 01:45:00	2293.82	2293.98	2293.53	2293.90	2291.11	2284.54	2274.37	300	300
2017-01-26 01:40:00	2294.11	2294.52	2293.82	2293.82	2290.88	2284.31	2274.26	300	300
2017-01-26 01:35:00	2294.98	2295.45	2294.12	2294.12	2290.66	2284.09	2274.13	300	300
2017-01-26 01:30:00	2294.49	2295.04	2294.49	2294.96	2290.46	2283.85	2274.02	300	300
2017-01-26 01:25:00	2293.94	2294.96	2293.94	2294.50	2290.24	2283.60	2273.90	300	300
2017-01-26 01:20:00	2293.84	2294.26	2293.70	2293.92	2290.02	2283.35	2273.79	300	300
2017-01-26 01:15:00	2294.48	2294.55	2293.46	2293.84	2289.79	2283.10	2273.67	300	300
2017-01-26 01:10:00	2293.93	2294.50	2293.38	2294.50	2289.56	2282.85	2273.55	300	300
2017-01-26 01:05:00	2294.14	2294.56	2293.90	2293.93	2289.30	2282.60	2273.42	300	300
2017-01-26 01:00:00	2293.88	2294.20	2293.49	2294.15	2289.05	2282.35	2273.29	300	300
2017-01-26 00:55:00	2292.61	2293.84	2292.58	2293.83	2288.79	2282.10	2273.17	300	300
2017-01-26 00:50:00	2293.69	2293.73	2292.39	2292.59	2288.55	2281.86	2273.03	300	300
2017-01-26 00:45:00	2293.67	2294.15	2293.49	2293.69	2288.30	2281.62	2272.90	300	300
2017-01-26 00:40:00	2292.54	2293.66	2292.52	2293.66	2288.05	2281.37	2272.77	300	300
2017-01-26 00:35:00	2293.22	2293.22	2292.52	2292.58	2287.80	2281.11	2272.65	300	300
2017-01-26 00:30:00	2295.23	2295.24	2293.11	2293.22	2287.57	2280.86	2272.53	300	300
2017-01-26 00:25:00	2295.34	2295.48	2295.03	2295.32	2287.34	2280.61	2272.42	300	300
2017-01-26 00:20:00	2295.90	2295.95	2295.26	2295.36	2287.06	2280.34	2272.29	300	300
2017-01-26 00:15:00	2295.50	2296.13	2295.41	2295.93	2286.76	2280.08	2272.15	300	300
2017-01-26 00:10:00	2296.32	2296.48	2295.47	2295.55	2286.48	2279.80	2272.00	300	300
2017-01-26 00:05:00	2296.32	2297.09	2295.96	2296.34	2286.20	2279.53	2271.86	300	300
2017-01-26 00:00:00	2294.90	2296.31	2294.74	2296.31	2285.91	2279.25	2271.72	300	300
2017-01-25 23:55:00	2295.40	2295.46	2294.40	2294.99	2285.59	2278.94	2271.57	300	300
2017-01-25 23:50:00	2294.00	2295.39	2293.97	2295.39	2285.29	2278.64	2271.43	300	300
2017-01-25 23:45:00	2294.57	2294.61	2293.29	2293.98	2284.96	2278.34	2271.29	300	300
2017-01-25 23:40:00	2293.09	2294.57	2293.00	2294.57	2284.64	2278.05	2271.14	300	300
2017-01-25 23:35:00	2292.00	2293.48	2292.00	2293.11	2284.31	2277.77	2271.01	300	300
2017-01-25 23:30:00	2292.26	2292.48	2291.99	2292.01	2284.00	2277.50	2270.89	300	300
2017-01-25 23:25:00	2293.23	2293.40	2292.44	2292.45	2283.73	2277.25	2270.77	300	300
2017-01-25 23:20:00	2293.39	2293.39	2292.87	2293.22	2283.43	2276.99	2270.65	300	300
2017-01-25 23:15:00	2293.56	2293.84	2292.73	2293.41	2283.09	2276.70	2270.53	300	300
2017-01-25 23:10:00	2293.94	2294.42	2293.25	2293.58	2282.75	2276.41	2270.40	300	300
2017-01-25 23:05:00	2292.54	2293.93	2292.54	2293.93	2282.40	2276.13	2270.27	300	300
2017-01-25 23:00:00	2292.82	2292.90	2292.23	2292.52	2282.04	2275.82	2270.15	300	300
2017-01-25 22:55:00	2291.54	2292.91	2291.39	2292.91	2281.70	2275.53	2270.04	300	300
2017-01-25 22:50:00	2290.93	2291.60	2290.31	2291.54	2281.35	2275.23	2269.92	300	300
2017-01-25 22:45:00	2290.83	2291.56	2290.30	2291.00	2281.03	2274.96	2269.81	300	300
2017-01-25 22:40:00	2291.34	2291.50	2289.90	2290.72	2280.70	2274.69	2269.71	300	300
2017-01-25 22:35:00	2289.52	2291.41	2289.42	2291.34	2280.38	2274.42	2269.61	300	300
2017-01-25 22:30:00	2288.88	2290.83	2288.88	2289.52	2280.05	2274.14	2269.50	300	300
2017-01-25 05:10:00	2280.07	2280.07	2280.07	2280.07	2279.73	2273.88	2269.40	300	300
2017-01-25 05:05:00	2280.07	2280.07	2280.07	2280.07	2279.58	2273.70	2269.33	300	300
2017-01-25 05:00:00	2279.99	2280.09	2279.98	2280.07	2279.44	2273.53	2269.27	300	300
2017-01-25 04:55:00	2280.21	2281.00	2279.39	2280.04	2279.29	2273.35	2269.20	300	300
2017-01-25 04:50:00	2281.39	2281.48	2280.25	2280.25	2279.14	2273.17	2269.14	300	300
2017-01-25 04:45:00	2281.59	2281.81	2281.31	2281.32	2279.00	2272.98	2269.08	295	300
2017-01-25 04:40:00	2281.88	2281.93	2281.02	2281.62	2278.82	2272.78	2269.01	300	300
2017-01-25 04:35:00	2281.99	2282.21	2281.41	2281.88	2278.62	2272.58	2268.94	300	300
2017-01-25 04:30:00	2282.10	2282.41	2281.87	2281.98	2278.40	2272.39	2268.87	300	300
2017-01-25 04:25:00	2282.40	2282.66	2281.29	2282.09	2278.18	2272.20	2268.82	300	300
2017-01-25 04:20:00	2282.83	2282.93	2282.38	2282.40	2277.96	2272.01	2268.76	300	300
2017-01-25 04:15:00	2284.09	2284.14	2282.52	2282.84	2277.73	2271.83	2268.69	300	300
2017-01-25 04:10:00	2283.85	2284.63	2283.72	2284.09	2277.51	2271.65	2268.64	300	300
2017-01-25 04:05:00	2283.45	2283.99	2283.01	2283.97	2277.24	2271.47	2268.58	300	300
2017-01-25 04:00:00	2282.30	2284.33	2282.28	2283.45	2276.96	2271.26	2268.53	300	300
2017-01-25 03:55:00	2282.19	2282.52	2282.09	2282.30	2276.67	2271.04	2268.48	300	300
2017-01-25 03:50:00	2281.62	2282.63	2281.58	2282.21	2276.40	2270.84	2268.44	300	300
2017-01-25 03:45:00	2281.55	2282.38	2281.36	2281.62	2276.14	2270.64	2268.39	300	299
2017-01-25 03:40:00	2280.94	2281.94	2280.82	2281.55	2275.89	2270.43	2268.35	300	299
2017-01-25 03:35:00	2281.78	2281.79	2280.93	2280.93	2275.66	2270.24	2268.31	300	299
2017-01-25 03:30:00	2280.51	2281.82	2280.47	2281.77	2275.42	2270.05	2268.27	300	299
2017-01-25 03:25:00	2280.92	2281.59	2280.49	2280.51	2275.18	2269.85	2268.23	300	299
2017-01-25 03:20:00	2281.49	2281.83	2280.93	2280.93	2274.94	2269.65	2268.20	300	299
2017-01-25 03:15:00	2280.80	2281.93	2280.69	2281.49	2274.70	2269.45	2268.17	300	299
2017-01-25 03:10:00	2281.55	2281.56	2280.42	2280.78	2274.41	2269.25	2268.13	300	299
2017-01-25 03:05:00	2281.32	2281.87	2281.16	2281.57	2274.15	2269.06	2268.10	300	299
2017-01-25 03:00:00	2280.76	2281.32	2280.54	2281.31	2273.88	2268.86	2268.06	300	299
2017-01-25 02:55:00	2281.59	2281.67	2280.77	2280.77	2273.63	2268.65	2268.02	300	299
2017-01-25 02:50:00	2281.82	2281.87	2281.50	2281.60	2273.40	2268.44	2267.98	300	299
2017-01-25 02:45:00	2281.60	2281.90	2281.39	2281.79	2273.13	2268.22	2267.94	300	299
2017-01-25 02:40:00	2280.39	2282.25	2280.39	2281.61	2272.85	2267.99	2267.90	300	299
2017-01-25 02:35:00	2280.19	2280.75	2280.18	2280.37	2272.59	2267.75	2267.86	279	299
2017-01-25 02:30:00	2278.63	2280.38	2278.63	2280.16	2272.29	2267.54	2267.82	300	300
2017-01-25 02:25:00	2277.93	2278.63	2277.63	2278.63	2271.99	2267.33	2267.78	300	300
2017-01-25 02:20:00	2278.22	2278.50	2277.78	2277.93	2271.72	2267.11	2267.76	300	300
2017-01-25 02:15:00	2277.81	2278.35	2277.77	2278.23	2271.47	2266.91	2267.74	300	300
2017-01-25 02:10:00	2278.59	2278.83	2277.82	2277.83	2271.22	2266.73	2267.73	300	300
2017-01-25 02:05:00	2277.23	2279.07	2277.15	2278.49	2271.00	2266.56	2267.71	300	300
2017-01-25 02:00:00	2276.29	2277.34	2276.25	2277.23	2270.77	2266.39	2267.69	300	300
2017-01-25 01:55:00	2276.52	2276.67	2276.29	2276.31	2270.54	2266.23	2267.68	300	300
2017-01-25 01:50:00	2276.17	2276.75	2276.03	2276.51	2270.31	2266.06	2267.67	300	300
2017-01-25 01:45:00	2275.77	2276.55	2275.75	2276.19	2270.07	2265.91	2267.66	300	300
2017-01-25 01:40:00	2275.25	2275.93	2275.20	2275.75	2269.85	2265.75	2267.66	300	300
2017-01-25 01:35:00	2275.59	2275.68	2275.19	2275.25	2269.61	2265.62	2267.65	300	300
2017-01-25 01:30:00	2275.46	2275.67	2275.03	2275.57	2269.36	2265.49	2267.59	300	300
2017-01-25 01:25:00	2274.74	2275.77	2274.70	2275.43	2269.11	2265.35	2267.54	300	300
2017-01-25 01:20:00	2274.59	2274.99	2274.56	2274.75	2268.90	2265.21	2267.48	300	300
2017-01-25 01:15:00	2275.05	2275.22	2274.54	2274.59	2268.68	2265.08	2267.42	300	300
2017-01-25 01:10:00	2273.23	2275.09	2273.16	2275.04	2268.46	2264.96	2267.37	300	300
2017-01-25 01:05:00	2272.90	2273.33	2272.86	2273.23	2268.22	2264.82	2267.31	300	300
2017-01-25 01:00:00	2272.92	2273.30	2272.75	2272.91	2268.02	2264.70	2267.25	300	300
2017-01-25 00:55:00	2272.29	2272.94	2272.29	2272.92	2267.82	2264.61	2267.21	300	300
2017-01-25 00:50:00	2272.96	2273.14	2272.29	2272.29	2267.63	2264.53	2267.16	300	300
2017-01-25 00:45:00	2272.96	2273.38	2272.44	2272.96	2267.42	2264.45	2267.11	300	300
2017-01-25 00:40:00	2272.38	2272.99	2272.19	2272.97	2267.19	2264.38	2267.07	300	300
2017-01-25 00:35:00	2271.53	2272.45	2271.53	2272.36	2266.96	2264.33	2267.03	300	300
2017-01-25 00:30:00	2270.94	2271.72	2270.85	2271.51	2266.74	2264.29	2266.97	300	300
2017-01-25 00:25:00	2270.94	2271.53	2270.89	2270.96	2266.55	2264.25	2266.92	300	300
2017-01-25 00:20:00	2271.18	2271.61	2270.78	2270.91	2266.39	2264.22	2266.87	300	300
2017-01-25 00:15:00	2271.02	2271.36	2270.80	2271.16	2266.23	2264.22	2266.83	300	300
2017-01-25 00:10:00	2272.06	2272.14	2270.78	2271.02	2266.06	2264.21	2266.79	300	300
2017-01-25 00:05:00	2270.39	2272.00	2270.23	2272.00	2265.93	2264.21	2266.74	300	300
2017-01-25 00:00:00	2269.75	2270.44	2269.52	2270.40	2265.78	2264.18	2266.70	300	300
2017-01-24 23:55:00	2269.33	2270.19	2269.33	2269.75	2265.70	2264.19	2266.65	300	300
2017-01-24 23:50:00	2268.75	2269.35	2268.63	2269.33	2265.56	2264.20	2266.61	300	300
2017-01-24 23:45:00	2268.89	2269.15	2268.58	2268.75	2265.41	2264.22	2266.58	300	300
2017-01-24 23:40:00	2269.42	2269.67	2268.38	2268.89	2265.28	2264.25	2266.54	300	300
2017-01-24 23:35:00	2269.62	2269.83	2269.17	2269.45	2265.13	2264.25	2266.49	300	300
2017-01-24 23:30:00	2268.87	2269.75	2268.87	2269.71	2264.97	2264.25	2266.45	300	300
2017-01-24 23:25:00	2270.03	2270.30	2268.92	2268.92	2264.82	2264.24	2266.40	300	300
2017-01-24 23:20:00	2268.55	2270.06	2268.45	2270.04	2264.68	2264.23	2266.39	300	300
2017-01-24 23:15:00	2268.86	2268.90	2268.36	2268.54	2264.51	2264.21	2266.37	300	300
2017-01-24 23:10:00	2267.11	2269.61	2266.93	2268.86	2264.36	2264.18	2266.35	300	300
2017-01-24 23:05:00	2267.42	2267.63	2266.68	2267.11	2264.20	2264.17	2266.34	300	300
2017-01-24 23:00:00	2268.28	2268.50	2266.81	2267.42	2264.09	2264.19	2266.33	300	300
2017-01-24 22:55:00	2268.94	2268.94	2267.89	2268.28	2263.97	2264.21	2266.33	300	300
2017-01-24 22:50:00	2268.97	2269.07	2267.95	2268.88	2263.83	2264.23	2266.32	300	300
2017-01-24 22:45:00	2268.28	2269.28	2268.04	2268.99	2263.66	2264.23	2266.31	300	300
2017-01-24 22:40:00	2268.04	2268.58	2267.57	2268.22	2263.49	2264.21	2266.29	300	300
2017-01-24 22:35:00	2268.79	2269.56	2268.00	2268.05	2263.32	2264.21	2266.29	300	300
2017-01-24 22:30:00	2267.88	2269.03	2266.87	2268.63	2263.12	2264.20	2266.28	300	300
2017-01-24 05:10:00	2265.20	2265.20	2265.20	2265.20	2262.91	2264.19	2266.27	300	300
2017-01-24 05:05:00	2265.20	2265.20	2265.20	2265.20	2262.78	2264.20	2266.29	300	300
2017-01-24 05:00:00	2265.42	2265.42	2265.20	2265.20	2262.66	2264.22	2266.30	300	300
2017-01-24 04:55:00	2265.92	2266.40	2265.25	2265.43	2262.51	2264.23	2266.31	300	300
2017-01-24 04:50:00	2266.67	2266.67	2265.47	2265.85	2262.35	2264.23	2266.32	300	300
2017-01-24 04:45:00	2266.50	2267.21	2266.33	2266.84	2262.24	2264.25	2266.32	300	300
2017-01-24 04:40:00	2265.92	2266.62	2265.85	2266.62	2262.11	2264.27	2266.32	300	300
2017-01-24 04:35:00	2264.63	2266.17	2264.60	2265.93	2262.01	2264.29	2266.33	300	300
2017-01-24 04:30:00	2264.64	2264.87	2264.47	2264.62	2261.91	2264.32	2266.34	300	300
2017-01-24 04:25:00	2265.33	2265.67	2264.51	2264.62	2261.81	2264.35	2266.35	300	300
2017-01-24 04:20:00	2263.46	2265.33	2263.33	2265.29	2261.74	2264.39	2266.37	300	300
2017-01-24 04:15:00	2262.72	2263.48	2262.69	2263.46	2261.65	2264.42	2266.38	300	300
2017-01-24 04:10:00	2263.53	2263.84	2262.70	2262.72	2261.64	2264.48	2266.40	300	300
2017-01-24 04:05:00	2264.44	2264.48	2263.37	2263.54	2261.63	2264.54	2266.43	300	300
2017-01-24 04:00:00	2264.19	2264.48	2264.03	2264.44	2261.59	2264.61	2266.46	300	300
2017-01-24 03:55:00	2263.41	2264.37	2263.38	2264.21	2261.52	2264.67	2266.47	300	300
2017-01-24 03:50:00	2263.11	2263.51	2263.08	2263.41	2261.48	2264.73	2266.50	300	300
2017-01-24 03:45:00	2263.23	2264.19	2263.10	2263.13	2261.45	2264.79	2266.53	300	300
2017-01-24 03:40:00	2262.98	2263.23	2261.93	2263.23	2261.43	2264.86	2266.55	300	300
2017-01-24 03:35:00	2262.99	2263.04	2262.40	2263.00	2261.38	2264.92	2266.58	300	300
2017-01-24 03:30:00	2262.00	2263.14	2261.97	2263.00	2261.39	2264.96	2266.61	300	300
2017-01-24 03:25:00	2261.35	2262.02	2261.27	2262.00	2261.43	2265.01	2266.64	300	300
2017-01-24 03:20:00	2261.29	2261.76	2261.29	2261.35	2261.48	2265.05	2266.67	300	300
2017-01-24 03:15:00	2261.62	2261.69	2261.02	2261.34	2261.58	2265.11	2266.69	300	300
2017-01-24 03:10:00	2261.94	2261.97	2260.92	2261.62	2261.71	2265.19	2266.72	300	300
2017-01-24 03:05:00	2262.91	2262.94	2261.89	2261.90	2261.84	2265.24	2266.74	300	300
2017-01-24 03:00:00	2262.75	2263.39	2262.71	2262.94	2261.96	2265.30	2266.77	300	300
2017-01-24 02:55:00	2262.96	2263.23	2262.62	2262.80	2262.06	2265.35	2266.80	300	300
2017-01-24 02:50:00	2264.28	2264.38	2262.97	2262.97	2262.22	2265.43	2266.83	300	300
2017-01-24 02:45:00	2264.77	2265.10	2264.17	2264.28	2262.36	2265.52	2266.86	300	300
2017-01-24 02:40:00	2266.18	2266.23	2264.72	2264.77	2262.50	2265.56	2266.89	300	300
2017-01-24 02:35:00	2263.09	2266.04	2263.08	2266.04	2262.58	2265.62	2266.91	300	300
2017-01-24 02:30:00	2261.49	2263.32	2261.44	2263.07	2262.68	2265.69	2266.93	300	300
2017-01-24 02:25:00	2262.25	2262.25	2261.50	2261.50	2262.85	2265.80	2266.96	300	300
2017-01-24 02:20:00	2261.85	2263.07	2261.84	2262.26	2263.04	2265.92	2267.00	300	300
2017-01-24 02:15:00	2261.39	2261.83	2261.34	2261.83	2263.22	2266.03	2267.03	300	300
2017-01-24 02:10:00	2262.12	2262.28	2261.29	2261.38	2263.37	2266.15	2267.07	300	300
2017-01-24 02:05:00	2262.02	2262.63	2261.91	2262.12	2263.53	2266.27	2267.11	300	300
2017-01-24 02:00:00	2261.46	2262.03	2261.35	2262.02	2263.65	2266.39	2267.16	300	300
2017-01-24 01:55:00	2261.17	2261.58	2261.17	2261.45	2263.78	2266.49	2267.21	300	300
2017-01-24 01:50:00	2260.75	2261.17	2260.62	2261.17	2263.90	2266.62	2267.26	300	300
2017-01-24 01:45:00	2261.80	2261.94	2260.56	2260.74	2264.00	2266.75	2267.32	300	300
