Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	Nikkei 225 - #Ticks	SMAVG (15)
2017-09-29 14:15:00	20356.28	20356.28	20356.28	20356.28	20327.93	20339.10	20311.03	1	52
2017-09-29 14:00:00	20356.28	20356.28	20356.28	20356.28	20326.75	20338.72	20310.85	1	56
2017-09-29 13:55:00	20338.96	20355.26	20329.59	20355.26	20325.72	20338.39	20310.68	60	60
2017-09-29 13:50:00	20332.34	20339.32	20331.47	20338.42	20324.71	20337.92	20310.53	60	60
2017-09-29 13:45:00	20328.03	20332.22	20327.43	20332.22	20324.40	20337.73	20310.52	60	60
2017-09-29 13:40:00	20330.34	20331.29	20325.76	20328.42	20324.05	20337.69	20310.50	60	60
2017-09-29 13:35:00	20327.75	20334.26	20325.49	20333.21	20323.67	20337.74	20310.51	60	60
2017-09-29 13:30:00	20350.27	20350.27	20326.15	20327.45	20323.38	20337.85	20310.46	60	60
2017-09-29 13:25:00	20361.30	20363.40	20351.00	20351.00	20323.25	20337.79	20310.46	60	60
2017-09-29 13:20:00	20357.96	20370.33	20357.10	20361.24	20322.67	20337.61	20310.28	60	60
2017-09-29 13:15:00	20356.04	20358.89	20356.04	20357.57	20321.94	20337.29	20310.05	60	60
2017-09-29 13:10:00	20356.20	20358.55	20350.72	20356.85	20321.54	20337.17	20309.86	60	60
2017-09-29 13:05:00	20351.80	20356.80	20349.94	20356.22	20321.11	20337.11	20309.64	60	60
2017-09-29 13:00:00	20348.48	20352.63	20347.32	20352.22	20320.51	20336.98	20309.40	60	60
2017-09-29 12:55:00	20342.04	20345.33	20341.03	20345.33	20320.05	20336.96	20309.18	60	60
2017-09-29 12:50:00	20358.65	20360.30	20337.12	20341.61	20320.40	20337.01	20309.10	60	60
2017-09-29 12:45:00	20358.58	20361.54	20357.80	20359.16	20320.83	20337.02	20309.01	60	60
2017-09-29 12:40:00	20366.05	20366.43	20357.19	20358.59	20320.93	20336.97	20308.85	60	60
2017-09-29 12:35:00	20366.86	20367.65	20360.30	20366.43	20321.36	20336.97	20308.68	60	56
2017-09-29 12:30:00	20355.13	20368.05	20353.29	20368.05	20321.34	20336.79	20308.49	60	52
2017-09-29 12:25:00	20359.47	20362.84	20354.11	20355.23	20321.46	20336.54	20308.31	60	52
2017-09-29 12:20:00	20348.78	20360.03	20345.27	20359.40	20322.22	20336.29	20308.18	60	52
2017-09-29 12:15:00	20340.86	20346.31	20339.96	20346.28	20322.55	20336.13	20308.11	60	52
2017-09-29 12:10:00	20334.66	20345.62	20332.67	20341.20	20323.05	20336.27	20308.13	60	52
2017-09-29 12:05:00	20333.75	20334.20	20331.93	20334.20	20324.02	20336.53	20308.24	60	52
2017-09-29 12:00:00	20325.37	20334.84	20324.35	20333.27	20324.67	20336.76	20308.46	60	52
