Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	Nikkei 225 - #Ticks	SMAVG (15)
2017-04-28 14:15:00	19196.74	19196.74	19196.74	19196.74	19202.38	19225.83	19223.36	1	17
2017-04-28 14:00:00	19196.74	19196.74	19196.74	19196.74	19203.01	19226.28	19222.63	1	19
2017-04-28 13:55:00	19176.81	19193.83	19176.81	19193.83	19203.48	19226.73	19221.85	20	20
2017-04-28 13:50:00	19186.05	19186.05	19176.40	19176.91	19204.21	19227.04	19221.08	20	20
2017-04-28 13:45:00	19166.40	19183.91	19166.40	19183.91	19205.26	19227.53	19220.37	20	20
2017-04-28 13:40:00	19183.99	19183.99	19167.28	19167.28	19206.39	19228.03	19219.62	20	20
2017-04-28 13:35:00	19186.71	19188.70	19183.31	19185.33	19207.79	19228.78	19218.91	20	20
2017-04-28 13:30:00	19185.44	19189.76	19182.33	19187.19	19208.86	19229.34	19218.06	20	20
2017-04-28 13:25:00	19186.08	19190.71	19184.79	19184.79	19209.79	19229.95	19217.19	20	20
2017-04-28 13:20:00	19183.64	19187.54	19181.42	19186.38	19210.77	19230.52	19216.33	20	20
2017-04-28 13:15:00	19188.09	19188.09	19183.06	19184.29	19211.95	19231.13	19215.55	20	20
2017-04-28 13:10:00	19182.95	19194.05	19182.95	19188.65	19212.99	19231.85	19214.79	20	20
2017-04-28 13:05:00	19179.05	19184.89	19177.03	19184.89	19214.35	19232.46	19214.03	20	20
2017-04-28 13:00:00	19178.42	19182.24	19173.86	19173.86	19215.66	19233.13	19213.31	20	20
2017-04-28 12:55:00	19172.92	19179.39	19172.40	19173.37	19217.27	19233.86	19212.66	20	20
2017-04-28 12:50:00	19168.61	19170.69	19164.68	19166.20	19218.84	19234.65	19211.93	20	20
2017-04-28 12:45:00	19185.16	19186.49	19168.02	19170.47	19220.56	19235.62	19211.23	20	20
2017-04-28 12:40:00	19206.12	19206.12	19185.73	19185.73	19222.22	19236.30	19210.52	20	20
2017-04-28 12:35:00	19201.55	19210.42	19201.55	19209.45	19224.00	19236.89	19209.73	20	19
2017-04-28 12:30:00	19213.04	19218.18	19201.99	19202.11	19225.05	19237.20	19208.76	20	17
2017-04-28 12:25:00	19208.26	19210.87	19206.72	19210.87	19226.17	19237.51	19207.92	20	17
2017-04-28 12:20:00	19214.50	19218.05	19208.93	19208.93	19227.02	19237.58	19206.98	20	17
2017-04-28 12:15:00	19214.13	19224.05	19214.13	19220.05	19227.88	19237.67	19206.15	20	17
2017-04-28 12:10:00	19214.34	19216.90	19209.16	19216.90	19228.64	19237.60	19205.26	20	17
2017-04-28 12:05:00	19217.44	19217.44	19211.47	19215.20	19229.50	19237.63	19204.42	20	17
2017-04-28 12:00:00	19207.67	19217.92	19207.62	19217.45	19230.18	19237.69	19203.52	20	17
2017-04-28 11:55:00	19209.12	19209.84	19205.35	19209.05	19230.89	19237.86	19202.60	20	17
2017-04-28 11:50:00	19201.25	19209.07	19199.59	19208.96	19231.89	19237.99	19201.74	20	17
2017-04-28 11:45:00	19205.70	19205.70	19199.06	19202.12	19233.03	19238.17	19200.82	20	17
2017-04-28 11:40:00	19215.24	19216.12	19210.96	19213.90	19234.19	19239.04	19199.92	20	17
2017-04-28 11:35:00	19213.71	19216.82	19209.15	19216.82	19234.98	19239.80	19199.00	20	17
2017-04-28 11:30:00	19216.64	19222.64	19213.08	19213.08	19235.77	19240.50	19198.00	20	17
2017-04-28 10:35:00	19213.09	19213.09	19213.09	19213.09	19236.52	19241.04	19196.99	1	17
2017-04-28 10:30:00	19213.09	19213.09	19213.09	19213.09	19237.35	19241.57	19195.84	1	19
2017-04-28 10:25:00	19211.59	19218.45	19211.16	19212.30	19238.19	19242.21	19194.67	20	20
2017-04-28 10:20:00	19209.99	19213.47	19207.31	19210.49	19239.02	19242.84	19193.58	20	20
2017-04-28 10:15:00	19205.42	19210.31	19201.02	19208.99	19240.07	19243.32	19192.45	20	20
2017-04-28 10:10:00	19211.18	19211.86	19204.86	19204.86	19241.15	19243.76	19191.29	20	20
2017-04-28 10:05:00	19202.61	19212.07	19201.56	19211.30	19242.30	19244.28	19190.09	20	20
