Date	Open	High	Low	Close	SMAVG (50)  on Close	SMAVG (100)  on Close	SMAVG (200)  on Close	Nikkei 225 - #Ticks	SMAVG (15)
2017-08-31 14:15:00	19646.24	19646.24	19646.24	19646.24	19651.53	19587.19	19484.95	1	52
2017-08-31 14:00:00	19646.24	19646.24	19646.24	19646.24	19651.39	19585.34	19484.01	1	56
2017-08-31 13:55:00	19644.16	19652.85	19644.16	19645.85	19651.10	19583.61	19483.03	60	60
2017-08-31 13:50:00	19640.46	19644.92	19640.46	19644.92	19650.62	19581.88	19482.07	60	60
2017-08-31 13:45:00	19644.23	19648.82	19640.97	19644.53	19650.13	19580.14	19481.04	60	60
2017-08-31 13:40:00	19644.46	19645.19	19641.42	19644.66	19649.69	19578.45	19480.05	60	60
2017-08-31 13:35:00	19644.69	19645.24	19636.90	19644.09	19649.12	19576.75	19479.01	60	60
2017-08-31 13:30:00	19659.68	19659.68	19643.21	19644.71	19648.66	19575.05	19478.00	60	60
2017-08-31 13:25:00	19662.68	19668.87	19659.79	19659.79	19648.06	19573.30	19476.96	60	60
2017-08-31 13:20:00	19668.15	19668.61	19659.53	19662.62	19647.33	19571.52	19475.80	60	60
2017-08-31 13:15:00	19665.59	19671.32	19665.59	19667.99	19646.59	19569.85	19474.63	60	60
2017-08-31 13:10:00	19658.91	19665.94	19658.91	19665.75	19645.71	19568.02	19473.47	60	60
2017-08-31 13:05:00	19665.62	19666.79	19651.74	19659.08	19644.87	19566.22	19472.34	60	60
2017-08-31 13:00:00	19653.72	19665.94	19653.28	19665.94	19643.98	19564.42	19471.21	60	60
2017-08-31 12:55:00	19653.57	19654.06	19652.68	19653.87	19643.04	19562.54	19470.04	60	60
2017-08-31 12:50:00	19657.41	19657.53	19652.08	19654.02	19640.09	19560.84	19468.89	60	60
2017-08-31 12:45:00	19660.06	19660.06	19656.28	19656.48	19637.14	19559.13	19467.78	60	60
2017-08-31 12:40:00	19658.54	19661.10	19658.52	19660.51	19634.15	19557.46	19466.65	60	60
2017-08-31 12:35:00	19661.54	19661.79	19655.16	19658.17	19631.00	19555.83	19465.53	60	56
2017-08-31 12:30:00	19681.85	19681.92	19661.36	19661.52	19627.88	19554.11	19464.44	60	52
2017-08-31 12:25:00	19687.98	19687.99	19680.56	19680.92	19624.78	19552.39	19463.33	60	52
2017-08-31 12:20:00	19674.01	19687.09	19674.01	19687.09	19621.24	19550.57	19462.09	60	52
2017-08-31 12:15:00	19669.27	19674.61	19668.29	19674.51	19617.47	19548.61	19460.81	60	52
2017-08-31 12:10:00	19675.29	19675.29	19668.93	19669.29	19613.87	19546.58	19459.59	60	52
2017-08-31 12:05:00	19681.08	19682.10	19671.30	19674.52	19610.68	19544.55	19458.48	60	52
2017-08-31 12:00:00	19679.78	19683.19	19679.00	19679.60	19607.42	19542.58	19457.26	60	52
2017-08-31 11:55:00	19671.81	19678.40	19670.82	19678.27	19604.12	19540.45	19456.02	60	52
2017-08-31 11:50:00	19665.67	19676.46	19663.17	19673.08	19600.93	19538.01	19454.78	60	52
2017-08-31 11:45:00	19672.24	19674.01	19663.68	19664.42	19597.78	19535.87	19453.54	60	52
2017-08-31 11:40:00	19652.22	19673.63	19652.22	19673.42	19594.43	19532.86	19452.34	60	52
2017-08-31 11:35:00	19648.60	19651.91	19644.63	19651.13	19590.57	19529.75	19451.12	60	52
2017-08-31 11:30:00	19647.99	19654.05	19643.26	19648.98	19587.05	19526.88	19449.97	60	52
2017-08-31 10:35:00	19642.76	19642.76	19642.76	19642.76	19583.42	19524.06	19448.87	1	52
2017-08-31 10:30:00	19642.76	19642.76	19642.76	19642.76	19579.90	19521.28	19447.77	1	56
2017-08-31 10:25:00	19652.08	19655.19	19642.07	19644.21	19576.31	19518.43	19446.74	60	60
2017-08-31 10:20:00	19647.84	19661.39	19647.65	19651.73	19572.64	19515.52	19445.70	60	60
2017-08-31 10:15:00	19651.59	19654.92	19648.02	19648.02	19568.80	19512.58	19444.63	60	60
2017-08-31 10:10:00	19632.45	19655.27	19632.45	19651.59	19565.01	19509.75	19443.60	60	60
2017-08-31 10:05:00	19631.96	19634.85	19631.84	19632.75	19561.21	19506.84	19442.60	60	60
2017-08-31 10:00:00	19633.92	19640.24	19631.59	19632.14	19557.95	19504.16	19441.68	60	60
2017-08-31 09:55:00	19631.54	19635.34	19630.76	19634.11	19554.60	19501.46	19440.77	60	60
2017-08-31 09:50:00	19636.45	19636.45	19625.90	19629.76	19551.28	19498.66	19439.80	60	60
2017-08-31 09:45:00	19644.01	19644.85	19627.41	19636.74	19548.15	19495.86	19438.83	60	60
2017-08-31 09:40:00	19634.38	19646.31	19633.79	19644.63	19544.84	19492.89	19437.82	60	60
2017-08-31 09:35:00	19621.30	19634.03	19619.94	19634.03	19541.47	19489.83	19436.82	60	60
2017-08-31 09:30:00	19617.43	19624.52	19617.43	19620.69	19538.30	19486.89	19435.87	60	60
2017-08-31 09:25:00	19613.97	19618.89	19610.68	19617.30	19535.25	19484.08	19434.96	60	60
2017-08-31 09:20:00	19618.96	19618.96	19611.02	19614.17	19532.28	19481.32	19434.05	60	60
2017-08-31 09:15:00	19635.71	19635.71	19621.19	19621.19	19529.37	19478.55	19433.15	60	60
2017-08-31 09:10:00	19640.22	19643.10	19635.29	19635.92	19526.31	19475.69	19432.23	60	60
2017-08-31 09:05:00	19631.70	19639.89	19631.70	19639.22	19522.85	19472.65	19431.23	60	56
2017-08-31 09:00:00	19621.84	19631.40	19621.82	19631.40	19519.29	19469.53	19430.36	60	52
2017-08-31 08:55:00	19620.12	19623.68	19620.12	19622.20	19516.11	19466.52	19429.57	60	52
2017-08-31 08:50:00	19621.98	19625.29	19613.53	19620.34	19513.13	19463.64	19428.76	60	52
2017-08-31 08:45:00	19616.27	19622.35	19615.81	19622.35	19510.15	19460.71	19428.03	60	52
2017-08-31 08:40:00	19620.47	19621.74	19615.29	19616.25	19507.20	19457.79	19427.38	60	52
2017-08-31 08:35:00	19615.35	19620.83	19614.82	19620.83	19504.38	19455.11	19426.87	60	52
2017-08-31 08:30:00	19623.26	19623.26	19613.72	19615.05	19501.46	19452.27	19426.03	60	52
2017-08-31 08:25:00	19626.94	19635.46	19622.35	19623.05	19498.54	19449.42	19425.22	60	52
2017-08-31 08:20:00	19625.02	19639.10	19623.95	19625.61	19495.71	19446.64	19424.37	60	52
2017-08-31 08:15:00	19624.30	19633.47	19619.70	19624.41	19493.11	19443.84	19423.55	60	52
2017-08-31 08:10:00	19618.56	19626.67	19618.56	19623.27	19490.33	19440.90	19422.75	60	52
2017-08-31 08:05:00	19618.86	19619.76	19602.12	19614.79	19487.57	19437.98	19421.96	60	52
2017-08-31 08:00:00	19591.32	19627.06	19583.11	19618.88	19484.86	19435.12	19421.18	60	52
2017-08-30 14:15:00	19506.54	19506.54	19506.54	19506.54	19482.05	19432.21	19420.38	1	52
2017-08-30 14:00:00	19506.54	19506.54	19506.54	19506.54	19481.59	19430.43	19420.20	1	56
2017-08-30 13:55:00	19504.03	19511.76	19501.26	19507.08	19481.13	19428.50	19420.06	60	60
2017-08-30 13:50:00	19501.65	19502.92	19499.35	19502.77	19480.77	19426.48	19419.91	60	60
2017-08-30 13:45:00	19507.11	19507.74	19501.27	19502.45	19480.65	19424.46	19419.75	60	60
2017-08-30 13:40:00	19503.94	19507.77	19503.49	19506.38	19480.34	19422.38	19419.58	60	60
2017-08-30 13:35:00	19498.69	19506.61	19498.69	19504.01	19480.00	19420.19	19419.37	60	60
2017-08-30 13:30:00	19498.80	19503.96	19494.66	19498.47	19479.89	19418.07	19419.12	60	60
2017-08-30 13:25:00	19509.08	19509.10	19494.06	19494.47	19479.75	19416.02	19418.91	60	60
2017-08-30 13:20:00	19512.49	19519.65	19508.39	19509.51	19479.29	19414.10	19418.77	60	60
2017-08-30 13:15:00	19514.66	19514.66	19507.58	19511.95	19478.42	19412.05	19418.55	60	60
2017-08-30 13:10:00	19518.52	19519.85	19511.13	19514.36	19477.74	19410.04	19418.32	60	60
2017-08-30 13:05:00	19515.92	19538.23	19515.92	19518.57	19476.77	19408.12	19418.09	60	60
2017-08-30 13:00:00	19496.28	19516.10	19494.90	19515.72	19475.10	19406.20	19417.86	60	60
2017-08-30 12:55:00	19480.47	19498.28	19480.41	19496.87	19473.97	19404.39	19417.63	60	60
2017-08-30 12:50:00	19477.62	19480.85	19477.32	19480.45	19471.28	19402.82	19417.50	60	60
2017-08-30 12:45:00	19466.80	19475.96	19466.22	19475.47	19468.92	19401.50	19417.42	60	60
2017-08-30 12:40:00	19466.63	19467.64	19464.88	19467.45	19466.71	19400.33	19417.37	60	60
2017-08-30 12:35:00	19463.46	19466.35	19463.24	19466.35	19464.71	19399.09	19417.31	60	56
2017-08-30 12:30:00	19460.37	19464.58	19460.04	19463.65	19462.66	19397.69	19417.26	60	52
2017-08-30 12:25:00	19459.99	19462.76	19459.99	19460.71	19460.54	19396.22	19417.37	60	52
2017-08-30 12:20:00	19458.57	19462.67	19458.00	19459.68	19458.40	19394.60	19417.44	60	52
2017-08-30 12:15:00	19461.76	19461.76	19458.13	19458.26	19456.36	19393.10	19417.53	60	52
2017-08-30 12:10:00	19469.93	19470.15	19461.22	19461.70	19454.50	19391.61	19417.61	60	52
2017-08-30 12:05:00	19465.37	19473.94	19465.37	19469.86	19452.46	19390.08	19417.55	60	52
2017-08-30 12:00:00	19472.02	19472.89	19464.44	19464.44	19450.36	19388.31	19417.41	60	52
2017-08-30 11:55:00	19472.62	19474.24	19468.30	19468.42	19448.31	19386.90	19417.29	60	52
2017-08-30 11:50:00	19470.25	19475.72	19469.38	19473.26	19446.04	19385.46	19417.14	60	52
2017-08-30 11:45:00	19476.62	19476.94	19469.43	19470.82	19443.55	19384.01	19416.93	60	52
2017-08-30 11:40:00	19475.27	19476.50	19474.25	19476.50	19440.95	19383.80	19416.71	60	52
2017-08-30 11:35:00	19467.79	19476.43	19466.30	19475.35	19438.18	19383.53	19416.43	60	52
2017-08-30 11:30:00	19473.75	19477.16	19466.99	19468.10	19435.48	19383.28	19416.14	60	52
2017-08-30 10:35:00	19468.73	19468.73	19468.73	19468.73	19432.91	19383.23	19415.88	1	52
2017-08-30 10:30:00	19468.73	19468.73	19468.73	19468.73	19430.37	19383.14	19415.63	1	56
2017-08-30 10:25:00	19463.33	19469.21	19462.82	19468.36	19427.73	19382.99	19415.38	60	60
2017-08-30 10:20:00	19461.76	19463.82	19459.24	19462.90	19425.07	19382.76	19415.11	60	60
2017-08-30 10:15:00	19472.05	19472.05	19461.42	19461.42	19422.44	19382.71	19414.83	60	60
2017-08-30 10:10:00	19473.35	19476.08	19472.34	19472.34	19419.77	19382.67	19414.54	60	60
2017-08-30 10:05:00	19470.77	19474.39	19470.49	19473.30	19416.92	19382.45	19414.18	60	60
2017-08-30 10:00:00	19474.88	19475.24	19470.28	19471.12	19414.14	19382.26	19413.75	60	60
2017-08-30 09:55:00	19475.24	19475.86	19471.98	19474.81	19411.26	19381.94	19413.43	60	60
2017-08-30 09:50:00	19474.74	19475.91	19473.98	19475.49	19408.38	19381.65	19413.11	60	60
